calib-begin,826900.283473952
calib-begin,826905.1822493336
imag_grasp,826910.0908509151
imag_release,826914.9907265966
imag_grasp,826919.9005014782
imag_release,826924.8080329597
imag_grasp,826929.6903697413
imag_release,826934.5813494229
imag_grasp,826939.4689754044
imag_release,826944.3470671861
imag_grasp,826949.2475299676
imag_release,826954.1516940491
imag_grasp,826959.0496846307
imag_release,826963.9403610122
imag_grasp,826968.8508791937
imag_release,826973.7848096752
imag_grasp,826978.7001678566
imag_release,826983.5883434382
imag_grasp,826988.3634268203
imag_release,826993.0723880025
imag_grasp,826997.8107354847
imag_release,827002.5517498668
imag_grasp,827007.284613849
imag_release,827012.055212131
imag_grasp,827016.807258413
imag_release,827021.5315537953
imag_grasp,827026.2609537775
imag_release,827030.9937603597
imag_grasp,827035.7122780419
imag_release,827040.433547924
imag_grasp,827045.1692667062
imag_release,827049.9110958885
imag_grasp,827054.6430190706
imag_release,827059.3677817528
imag_grasp,827064.094670735
imag_release,827068.8307702172
imag_grasp,827073.5410765994
imag_release,827078.2837361816
imag_grasp,827083.0132991638
imag_release,827087.7402673459
imag_grasp,827092.498798528
imag_release,827097.24372111
imag_grasp,827101.9595034923
imag_release,827106.7066161744
imag_grasp,827111.4323042566
imag_release,827116.1709440388
imag_grasp,827120.893540921
imag_release,827125.6305658033
imag_grasp,827130.3497743855
imag_release,827135.0781433675
imag_grasp,827139.8185676498
imag_release,827144.5786615317
imag_grasp,827149.3069683139
imag_release,827154.0383078961
imag_grasp,827158.7711019783
imag_release,827163.5213365605
imag_grasp,827168.2385833426
imag_release,827183.1175775866
imag_grasp,827197.9873559306
imag_release,827202.7146670128
imag_grasp,827207.4283844951
imag_release,827212.1913371772
imag_grasp,827216.9350479592
imag_release,827221.6738302414
imag_grasp,827226.4261950235
imag_release,827231.1923135056
imag_grasp,827235.9190160878
imag_release,827240.6456303699
imag_grasp,827245.396845952
imag_release,827250.1302803342
imag_grasp,827254.8610738163
imag_release,827259.5940969986
imag_grasp,827264.3383036806
imag_release,827269.0665551628
imag_grasp,827273.801654445
imag_release,827278.5106845273
imag_grasp,827283.2228898095
imag_release,827287.9444865917
imag_grasp,827292.663509374
imag_release,827297.3765775561
imag_grasp,827302.0861636385
imag_release,827306.8490272205
imag_grasp,827311.5567100027
imag_release,827316.298815085
imag_grasp,827321.054332867
imag_release,827325.7884158492
imag_grasp,827330.4748734315
imag_release,827335.2028315137
imag_grasp,827339.9654048957
imag_release,827344.7165507778
imag_grasp,827349.45132446
imag_release,827354.1694371423
imag_grasp,827358.8911987245
imag_release,827363.6434686066
imag_grasp,827368.3528310889
imag_release,827373.0719868711
imag_grasp,827377.7980990532
imag_release,827382.5165970355
imag_grasp,827387.2790134175
imag_release,827392.0159559997
imag_grasp,827396.7444243819
imag_release,827401.4573946641
imag_grasp,827406.1717560464
imag_release,827410.8954410286
imag_grasp,827415.6175915108
imag_release,827420.3275085931
imag_grasp,827425.0795405752
imag_release,827429.8030066573
imag_grasp,827434.5266246395
imag_release,827439.2629154217
imag_grasp,827444.0216844038
imag_release,827448.738001386
imag_grasp,827453.4665665682
imag_release,827458.1992231504
imag_grasp,827462.9186222326
imag_release,827467.6511375149
imag_grasp,827472.369797197
imag_release,827487.2820534408
imag_grasp,827502.1568695848
imag_release,827506.885076667
imag_grasp,827511.6168324492
imag_release,827516.3323981314
calib-end,827521.0712053136
