A1A,A2A,A3A,A4A,A4B,A3B,A2B,A1B,B1A,B2A,B3A,B4A,B4B,B3B,B2B,B1B,timestamp
2.6546302113961056e-07,2.002245862609253e-06,1.3285958097326973e-06,6.745760814420594e-07,1.0762453367259874e-06,1.5425168508955937e-06,4.185014674450242e-06,1.6419946210004006e-06,1.1805258718095008e-08,1.2100480360124118e-06,3.278953797348223e-06,2.7944372861932123e-06,5.327292819747323e-06,7.092165204225919e-06,1.445361018948546e-05,7.251364143142665e-07,824967.141515522
2.268832830370726e-07,1.3264630941546306e-06,1.743026545365599e-06,1.9853213384462174e-06,1.1029142619457187e-05,1.0398475454845414e-05,2.8376210208873305e-05,8.62232200383297e-06,4.6350914095233524e-08,1.4200435912603241e-05,2.968652061986756e-06,6.4370298681934165e-06,1.0426506728756203e-06,1.8216516617976934e-05,8.190753863754238e-05,3.885422864355757e-06,824971.8885231366
0.0004840042906079046,2.4840946467544386e-06,3.6799234569639088e-06,3.2197045028459423e-06,1.0743186338376524e-05,6.235579034035606e-06,3.04547069383199e-05,6.6398539528116265e-06,0.0005041869204154428,1.0712731098608458e-05,1.902258308991676e-06,1.2121595752468326e-05,1.9017685443191688e-06,4.438641789426705e-06,4.0464545606976236e-05,3.14917428695708e-06,824976.6142224512
8.191026073768667e-08,2.9755266441229128e-06,1.1901467388495802e-06,8.547541827552173e-07,3.690871163042319e-06,8.293883123843516e-07,2.485727733486131e-07,2.482484990972574e-07,1.0556947039548375e-08,7.531903808018419e-07,8.35501988850881e-07,1.7809212313578295e-06,1.6769093104709047e-06,1.3768252034647345e-06,1.3479453950327162e-07,1.3657574848945153e-07,824981.3330755658
1.651022452765625e-07,1.1077922698020178e-06,3.7183460768096266e-06,4.987570695028281e-07,4.176413800516557e-06,2.212923210648721e-06,1.262183023793855e-06,1.4024225408332877e-06,1.622883824337854e-08,8.183990124436911e-07,6.615404840693029e-07,1.7537343690521542e-06,1.5245777447036073e-06,1.2677288467646065e-06,2.4199201597194764e-06,4.2269015767364077e-07,824986.0683188804
2.286087801968231e-07,1.1575153989343511e-06,6.072083222291614e-07,2.1823139384201662e-06,7.060502073109683e-07,1.7851925036172832e-06,7.171779038378301e-06,9.608680051607282e-07,2.5622367792571773e-08,4.107620784442158e-06,2.033391844944298e-06,5.83765172362101e-06,2.103692806527186e-06,4.0528905602224176e-06,1.6731675561127533e-05,9.040352288123429e-07,824990.806216495
9.213955817151606e-08,3.0497296846394213e-06,6.834417706069621e-07,8.416122597323235e-07,1.6405693124305662e-06,7.922277875451022e-07,2.0958956315663022e-07,8.140025718270922e-07,1.8393846669516907e-08,9.269898284737053e-07,1.1665088912188917e-06,1.98827453366189e-06,2.4423601329349417e-06,1.8224545015969663e-06,4.6874673586911353e-07,1.5779315473251933e-07,824995.5564626097
8.518252539177696e-08,2.873539868322576e-06,7.970513043458826e-07,5.96333796283818e-07,3.6900390211690225e-07,6.043858256630473e-07,1.4773079240784418e-06,3.2751919493728494e-07,1.6643638030216342e-08,1.7925802550164814e-06,9.747676852568383e-07,1.956968464676488e-06,2.740303316503487e-06,1.966548960351362e-06,2.6473770028258e-06,3.34034834315447e-07,825000.2865865243
5.049122746992209e-09,1.0149188894541014e-06,1.3994795528816786e-06,6.716574505793391e-07,2.799451830797113e-06,7.609660239951969e-07,9.643614964385038e-07,1.301740266639579e-07,2.865870375634234e-08,1.0311162607253985e-06,1.0769158824209525e-06,3.6871970686183595e-06,3.0795304355613765e-06,1.4723532122574281e-06,1.4450380821548228e-06,1.7248265000755572e-07,825005.036168339
3.206489903622021e-08,1.6258074994812836e-06,1.2386946881119584e-06,4.521809386486753e-07,7.842587675242248e-07,7.94424207166734e-07,5.364520899826585e-07,4.808945143542832e-07,2.19575319445722e-08,5.134393240697849e-07,5.171706032806145e-07,2.4539375746734446e-06,1.5051350305294744e-06,1.2884029202371762e-06,9.552530449577665e-07,1.9965197930110324e-07,825009.7909461537
7.597951355002508e-08,5.363180146138371e-06,7.123295267164697e-06,7.362321812527033e-07,4.225731677289226e-06,1.4545264287272192e-06,9.33128904060188e-07,3.5168085571671737e-07,2.1869545769007648e-08,6.274897697761583e-07,1.2383946988499492e-06,1.9042541244821076e-06,3.137692383373792e-06,1.6573519042047933e-06,4.794509395424135e-07,2.249194739572649e-07,825014.5434730683
1.244486039567526e-07,2.2353257658375366e-06,7.762306421665188e-07,1.8628035545591482e-06,4.663089089866129e-06,2.624766154134773e-06,1.0731646550411818e-06,1.2535503670694717e-06,2.194991630109662e-08,8.287267129554795e-07,6.37685820232982e-07,1.49561319285708e-06,1.5511809527256989e-06,1.6217814613482536e-06,1.142011089968569e-06,2.1018093479634787e-07,825019.293448683
2.116260005683141e-07,3.549408170305704e-07,5.080543223865831e-06,3.095860922099693e-07,5.59019937008178e-07,2.6222800715323764e-07,4.932522249347029e-07,5.348400368348112e-07,4.230461285215235e-08,3.324334776601725e-07,1.093379268695961e-06,3.1502665388067554e-06,2.7390670810243463e-06,2.2649096028456667e-06,1.2007261796392134e-06,2.6023134948574043e-07,825024.0176989975
1.1674818012154802e-07,5.606567862545351e-07,2.034455911009049e-06,4.5760571308799216e-07,1.6548584846142293e-06,2.635166289740874e-07,1.0265310302078717e-07,1.5150020820749484e-07,2.208271022483148e-08,5.828425678466648e-07,7.894886115245631e-07,9.878149979058435e-07,2.0281553325541616e-06,6.60350614061752e-07,5.745182931250675e-07,2.0430860207561544e-07,825028.7210851121
1.0517018398150828e-07,9.111771562868553e-07,2.9680334898728146e-06,7.071166700038538e-07,1.7317069310618816e-06,1.0658141645793516e-06,2.6447323174489285e-07,8.00521280068707e-07,1.4746010323540981e-08,5.170874903362789e-07,6.001321881901206e-07,1.3157399963136626e-06,1.4011511601713866e-06,1.9769525430056342e-06,5.712259777117748e-07,1.2191616355684605e-07,825033.4532376267
3.6200660768968166e-08,6.365603938264872e-06,5.650575872887664e-06,5.729137083424851e-07,3.2948438430839415e-06,8.954366330016172e-07,8.230362889407837e-07,2.14796924761034e-07,1.8673712078026577e-08,7.53474003174089e-07,9.382500792694375e-07,2.2677559542140637e-06,2.0653359964047175e-06,7.873613258639108e-07,1.0767995626220545e-06,3.0663216640505445e-07,825038.1966722413
1.9539977756555646e-07,5.869941666206916e-07,7.791007985990078e-07,1.620299051307585e-07,8.919533606522615e-07,9.683986833225352e-07,5.36450796230473e-07,2.597083457610875e-07,1.971564024297174e-08,3.176862264391716e-07,1.8424857840449593e-07,2.1884220217325465e-06,8.387076708703577e-07,1.8108693024175567e-06,5.676323327007141e-07,1.4503519085652115e-07,825042.940083156
6.045838984715436e-08,1.7854555655663914e-06,1.6118410806421015e-06,1.8899703958503993e-07,7.050212996006684e-07,3.6715761790719044e-07,3.691736274939094e-07,4.0757907974789615e-07,1.2863380279463651e-08,8.1546521661742e-07,7.650361306432247e-07,7.505801896155642e-07,9.509277017865655e-07,1.7630402418545032e-06,4.563229162801638e-07,2.1446752196513715e-07,825047.6581858705
1.4593877163810683e-07,1.9308347640393478e-06,2.855564448425932e-06,1.3400664372311337e-07,1.1471998878022384e-06,1.1968465329243983e-06,8.815744941250208e-07,7.926200260779026e-07,1.5793055678103594e-08,1.4995500435160402e-06,1.1213082737440011e-06,3.05151223298891e-06,2.5392457229645514e-06,3.6207924224571013e-06,4.860468943280704e-07,1.4414015747321947e-07,825052.4039811852
1.03603478488892e-07,1.3123261736137746e-06,1.9507690235590765e-06,4.931807242002671e-07,8.563019143124668e-07,2.4968347956207156e-06,1.1121383539475813e-06,3.3296034233393645e-07,1.795080983357975e-08,6.006082297979793e-07,1.0488074850390778e-06,3.130993320349839e-06,2.5864222115323464e-06,9.452793717854303e-07,5.530254517016293e-07,2.418064946010686e-07,825057.1273644997
8.945722861676806e-08,1.6472635338112819e-06,5.006439494493392e-06,9.525647033319109e-07,2.2984614919201313e-06,7.788408133939397e-07,4.983621917166335e-07,4.807300011783419e-07,1.9009310260664812e-08,1.3963552246851024e-06,9.578469806790736e-07,1.988612257930116e-06,1.8968379908737951e-06,1.295090075967582e-06,3.694564927935761e-07,1.4103755764622156e-07,825061.8718800144
1.2058773220422857e-07,1.7990485410661887e-06,3.025787180757956e-06,8.389456675968703e-07,2.087812725765009e-06,6.543608906330574e-07,5.02117232121961e-07,1.1983057820922462e-06,2.838898183777898e-08,8.062476506362407e-07,5.755240476719059e-07,2.408452505036063e-06,1.6675387488160198e-06,1.621918078550417e-06,4.0634075223684444e-07,1.41929497456631e-07,825066.6265602291
8.254164302943755e-08,1.0573763105177943e-06,3.8112879796545925e-06,1.748192375105021e-07,8.59567064462245e-07,1.6806820789998185e-06,1.2302085318804923e-06,1.7034811355814193e-07,3.763238497974839e-08,9.727967566952573e-07,7.465761319727919e-07,2.2697315566632083e-06,8.177648348466913e-07,1.982821137963461e-06,8.974750060689227e-07,3.5655068109234277e-07,825071.3543801437
2.0882348442012313e-07,4.259665306395792e-07,6.033518570264668e-06,8.691467245896938e-07,1.2503224617203869e-06,5.01364198835351e-07,2.3792993930337052e-07,8.891636787861776e-07,2.3007859843812318e-08,1.1223501892504737e-06,8.989114887223585e-07,2.1853743510010115e-06,3.589240547684658e-06,1.563902734071669e-06,8.821532393599601e-07,5.825000916111538e-07,825076.0827235582
8.595336366865993e-08,2.5814969960165496e-06,1.3668737140329171e-06,3.403844572482474e-07,1.0827406409197019e-06,6.373449655988977e-07,6.469274796159979e-07,7.791838106327889e-07,9.254207964265356e-09,1.7976184722585022e-06,6.24894633102275e-07,2.1555507635327214e-06,2.346687091321385e-06,1.3280668930235608e-06,1.0857791519531305e-06,2.4139908771227996e-07,825080.8062612729
6.094825799505888e-08,6.930811847453414e-07,2.660976124798572e-06,3.1570049898625944e-07,1.4130290418413058e-06,1.4552407665918392e-06,1.380889729028861e-07,5.641379109997866e-07,9.872514569501972e-09,7.120336031170294e-07,1.3068319402686896e-06,1.4904753315201726e-06,4.162671226237783e-06,1.3106810778338377e-06,6.785122721043532e-07,4.11450696373343e-07,825085.5480057874
1.5834928702014887e-07,5.3533780985458156e-06,1.2952125331516438e-06,8.539301485766038e-07,2.815371139565923e-06,2.145566609412961e-06,1.457596190721212e-06,2.429117462125195e-06,3.74779622643773e-08,7.104509914753581e-07,3.87049200131265e-07,3.6049889382266373e-06,1.1737828913871055e-06,6.589252860341337e-07,2.254263662444618e-06,2.435935200446057e-07,825090.3031252022
9.110103888010605e-08,4.163076513468056e-06,1.2611082463136067e-06,7.5344011288537974e-06,2.0649192804655708e-06,2.032478014433557e-06,8.353886826626719e-06,2.9993261779645145e-06,2.3543348059682867e-08,3.2228078180576284e-06,2.049373235951559e-06,1.911011737413835e-06,1.2037819738309372e-06,3.5016996820788543e-06,7.499739928146984e-06,2.3002163468641e-07,825095.0288050168
3.277150955624884e-07,2.1232849785571613e-06,3.2197445670519547e-06,2.933760798083569e-06,1.465397046460308e-06,7.125406350314826e-07,1.7706592282542189e-06,1.4188769447200005e-06,1.80300128015605e-08,1.9493739432439865e-06,9.61966378438714e-07,1.177072239864557e-06,1.9071684322484339e-06,1.4004685220677075e-06,1.5959925859969456e-06,4.5505391634984706e-07,825099.7528798314
7.69839180250491e-08,1.0866445015583623e-06,9.92590345513157e-07,2.8675961069880537e-06,1.0699320277773809e-05,6.67536236224811e-07,1.1601031176056528e-06,6.692227198230255e-07,1.586778350195311e-08,2.7660185093874693e-06,2.3636335065413886e-06,2.2960453018992513e-06,2.647478675057364e-06,4.68090373787214e-06,3.2815901124684865e-06,4.4697559049418553e-07,825104.496519246
7.415283275124071e-08,2.305988975210722e-06,1.4018253534955992e-06,2.393859840632519e-06,1.716317220276475e-06,1.453549906686987e-06,8.045434446858607e-06,2.1695459275983363e-07,1.6844689798634173e-08,3.0393943170167184e-06,1.3131125361222767e-06,1.3703643487183158e-06,1.9390989808146177e-06,1.0328417339928196e-06,1.7997249893748358e-06,1.9500688196822903e-07,825109.2235328605
1.2238800112600952e-07,9.967281970980051e-07,2.095589300707544e-06,6.27928205333144e-07,1.0378826337309603e-06,2.7714779968260717e-06,2.975816080509267e-06,7.16124888334648e-07,2.125291458995303e-08,1.2481508843538356e-06,3.0032919053504437e-07,2.1398639892542566e-06,1.2216717529299868e-06,8.268888558342304e-07,1.8016835765146138e-06,2.1493936294777198e-07,825113.9780780752
1.0525412847851809e-07,3.873511262816559e-06,1.9655700342740615e-06,3.8201018804787643e-07,3.466077550354369e-06,1.103175058801802e-06,7.749686734515431e-07,6.226276934877345e-07,1.351134568028057e-08,8.06691774885707e-07,2.034066053514569e-07,2.966051989068766e-06,1.1525980825240561e-06,1.4004626083504206e-06,9.048439661557194e-07,1.8584888226161789e-07,825118.7148146898
2.1639104290608304e-07,2.221913558764853e-06,4.5843495691873866e-06,1.3122723218965143e-06,1.4427645157057785e-06,8.914299611909236e-07,9.898058900730172e-07,2.1260959684742405e-07,1.7193055629631196e-08,9.584812273470063e-07,8.177635890403237e-07,1.5823244056543738e-06,1.2276423609323777e-06,1.322332905560131e-06,6.10871615933855e-07,3.4029309350612467e-07,825123.4582684046
1.7934732429060897e-07,1.008438172374281e-05,4.191109716796957e-06,1.6271485065315208e-06,4.173564342162855e-06,3.6608280239306326e-07,1.7065004657600755e-05,5.880243848156381e-07,2.813203014331824e-08,1.0117637993629225e-05,7.1424520914588485e-06,2.644300397329878e-06,2.3385380486479867e-06,2.0104070247631525e-06,7.279411687620396e-06,1.9431752947951802e-07,825128.1928647191
7.663565177982824e-08,1.286106211703565e-06,4.208010156236763e-06,4.4674143814401875e-07,2.0272070887286026e-06,1.929954097551681e-07,2.0243238354786325e-07,6.072871328534066e-07,2.7065543700981057e-08,7.273249549097573e-07,8.11449371602791e-07,1.2447281062930603e-06,2.205434544321013e-06,2.805883655089115e-06,5.56892306258748e-07,1.9629940539500208e-07,825132.9378190337
3.256152697727772e-08,5.016912684355857e-06,1.7009193879792622e-06,1.5162599559374919e-05,5.07697810911375e-06,1.5828086601138941e-06,1.1137231130191458e-05,3.904478253384145e-07,2.141395402007705e-08,3.68542176021246e-05,1.2174971010728148e-05,1.0082562219411817e-05,2.4945467302543986e-06,2.663281875687849e-06,1.2518990290642333e-05,2.1219887326026752e-07,825137.6490343483
1.556536896706764e-07,1.2570467494034183e-06,1.748457929753557e-06,9.521573957883688e-08,4.013912131065463e-06,9.651848524432225e-07,2.2669072181249946e-07,1.129433176070355e-07,3.1914685046883426e-08,3.311905296464111e-07,5.830710896682585e-07,1.57575521848983e-06,1.1740021949861041e-06,1.3208454584503158e-06,6.868923778182954e-07,1.7471931499167115e-07,825142.3812284629
9.61245986627105e-08,1.8960042225723743e-06,2.4227568974345048e-06,9.1306060771927e-07,1.6885758098451428e-06,6.68825595038645e-07,6.123324768781387e-07,5.054647139276405e-07,1.4210370738703131e-08,5.216566331687458e-07,4.964599033959787e-07,4.005224436552413e-06,1.581899232689795e-06,1.1154552053930883e-06,5.397682047811744e-07,2.6202634177547003e-07,825147.1056670775
2.6713474503389814e-07,3.8044646550633775e-06,3.7866447509026493e-06,1.358607445084484e-06,2.5048845209873144e-06,3.098372540763679e-07,2.1539741796714266e-06,2.473090025685454e-07,3.1156903608115245e-08,4.673243599533042e-06,3.6804843069577404e-06,2.611401020321732e-06,3.2993575650679175e-06,1.7553968275128691e-06,6.435308116313485e-06,2.6853290194997283e-07,825151.8575246922
8.153631898286568e-08,1.6342946078420511e-06,1.0675624141540808e-06,2.0879647645265027e-07,1.980359169688033e-06,3.2541057093470054e-07,3.453564881415457e-07,3.810029449701974e-07,2.365605001538472e-08,3.0734665154393627e-07,7.481497047484443e-07,1.73775481002878e-06,1.7383919837971376e-06,8.021124437572326e-07,7.818176672015768e-07,1.7598432272922342e-07,825156.6021623068
1.0613604907437031e-07,1.4211824663617447e-06,3.0204672335644324e-06,1.4339320109169314e-06,2.4414207528147465e-06,3.0762437613417423e-06,1.649612351731094e-06,2.7533739675954096e-07,1.6097150584971912e-08,5.592206094703517e-07,4.1907468693554345e-07,1.757482498240969e-06,1.2265766996858626e-06,2.154360340198085e-06,9.443245413641061e-07,2.605216558580884e-07,825171.4303119526
5.450281267950427e-08,8.961282674888135e-07,7.299626891027219e-07,1.0176475307721955e-06,2.9591783648632074e-07,2.034011469152668e-07,2.062811054954772e-06,3.0669326580800166e-07,1.5932874893859133e-08,7.321359584995043e-06,1.6180716807412415e-06,2.272592846239315e-06,1.0446745018007048e-06,1.7156500548978882e-06,3.0046387619413876e-06,2.443363799804947e-07,825186.2992596985
2.5047854678995634e-07,1.531419260169068e-06,1.125121710823243e-06,3.092080593344071e-06,2.8425009478320486e-06,4.79918945357545e-07,7.494333631847968e-06,1.6046769658093925e-06,3.350091426709503e-08,4.586426489164992e-06,1.9030396201925983e-06,3.0235662123756993e-06,1.92748803579332e-06,1.8674727571081497e-06,5.973045882401394e-06,2.8421346542970945e-07,825191.032803713
2.9649680393155597e-07,2.54020723911544e-06,3.45442880712429e-06,3.7352243072961515e-06,4.877915438785405e-06,1.2075518675829625e-06,2.228336548382418e-06,5.137813303495352e-07,1.5876495043092872e-08,4.571119627107237e-06,2.322764025071052e-06,3.6144771363799234e-06,5.092678463179282e-06,1.9720743709598625e-06,2.4401873238938644e-06,3.678494697157373e-07,825195.7686281278
3.92004665314017e-08,8.419462216583269e-07,4.2684007954813156e-06,4.953381309322279e-07,3.6107127786666712e-06,7.599227729916989e-07,3.8581656152209365e-07,2.588308094592218e-07,2.477599719102404e-08,3.18933995470631e-07,7.861700844519773e-07,1.3205265798636287e-06,1.777490905201797e-06,1.6776168256938693e-06,4.7249990967948413e-07,1.0463502951759582e-07,825200.5098872423
1.6349035537733789e-07,1.722789644199304e-06,6.030830086260215e-06,6.6888752499383074e-06,3.900044122979399e-06,3.6674679528064616e-06,6.059754288441002e-06,1.0980942808554797e-06,2.3966965355447176e-08,6.977092901561416e-06,3.679532430608711e-06,2.8850411188871897e-06,3.6407304709564674e-06,1.7694814408747336e-06,4.767582128727857e-06,3.446578668279358e-07,825205.2307286569
1.628942046390429e-07,1.995341899668288e-06,4.6271638559033206e-07,1.2741183679690938e-06,1.812349608954689e-06,4.641965260768456e-07,1.0759273729190278e-05,5.17893188224483e-07,1.41341406874969e-08,8.645841787074895e-06,3.1023285433309254e-06,4.473600274652272e-06,2.9237312747946776e-06,1.8738716804961095e-06,4.832802308428942e-06,2.314594440214548e-07,825209.9682096714
6.623648420319608e-08,1.7845952618072765e-06,1.8972871631535433e-06,4.906950940485733e-07,4.7945933487706795e-06,1.2790058529233493e-06,6.512359898063561e-07,2.6844640007480494e-07,2.3865242855152397e-08,3.159805922515058e-07,3.8865367761801416e-07,1.593101363228056e-06,1.4823400872000891e-06,1.6054903442036816e-06,3.919682144679891e-07,1.8668003360330302e-07,825214.7113547862
1.6063975355137574e-07,8.067855563487003e-07,2.8890914518559514e-06,2.959241099725021e-06,2.6740427966155752e-06,3.1731357082622697e-07,2.239545474565828e-06,4.2364321139186497e-07,2.1525387075622456e-08,3.728972025781419e-06,2.3395756851711432e-06,2.6549368725033143e-06,2.603104819294179e-06,8.295085016210173e-07,1.913202204996082e-06,2.408366001455815e-07,825219.4299592007
5.7944412797861816e-08,4.099403784095021e-06,1.1889813722658976e-06,1.142638730509741e-05,6.616933307805165e-06,2.582582037411926e-06,1.2081156514144193e-05,3.391986871737512e-07,2.066529979593391e-08,5.597321256593528e-06,3.3229784911412336e-06,4.192530053108606e-06,2.5198339065953845e-06,2.265497262995115e-06,3.943844715219743e-06,2.130174371659304e-07,825224.1495884153
7.951299773410437e-08,3.087625635211702e-06,8.254633236340982e-06,7.462289186496199e-07,4.579144802919132e-06,7.747756195863632e-07,2.1026629224911116e-07,1.875807354063297e-07,3.7000923279883694e-08,3.798734741922068e-07,7.641572381276334e-07,7.253682463763296e-07,1.3676045419647283e-06,1.6931321761021443e-06,3.91845648408338e-07,1.3911967268073708e-07,825228.8860245299
4.281048704852116e-08,3.5755971418188554e-06,3.0255697994698616e-06,1.4038505902981725e-06,1.0261761383177657e-06,1.236183201121442e-06,4.2102106801292595e-06,6.319213332217917e-07,1.3352665292703157e-08,6.735441209097768e-06,3.903866768756349e-06,1.448947511166505e-06,2.9804346324153635e-06,2.1368479769039777e-06,2.2463914412574065e-06,1.2708872224291103e-07,825233.6099076445
1.815217826954444e-07,2.771217424623457e-06,1.0296755004536911e-05,1.7278304326354164e-06,3.919920780754919e-07,3.2785383259812765e-07,4.430147673009173e-06,1.8549213472252515e-07,2.3811099434527117e-08,1.922243854248476e-06,1.9516078013426366e-06,3.156871441827038e-06,3.0634715276709184e-06,1.1495020214948756e-06,2.8938542432715766e-06,2.9996991391949906e-07,825238.3481823591
3.4957171535043013e-07,6.059128220948967e-06,6.978934411452947e-06,3.6639263643655296e-06,6.5062902346006165e-06,2.8741544919362854e-06,1.1888113258295945e-06,3.887286890657111e-07,2.333252870767059e-08,3.2972727666187324e-06,2.394624939283279e-06,2.3831994600400524e-06,8.518620917550982e-07,1.6379947721010848e-06,2.9587816184539008e-06,4.0754921756851103e-07,825243.1158943739
8.684311902182019e-08,4.531606322829459e-06,8.517862215188833e-07,4.797948058261432e-06,1.302857335643977e-06,6.818947667974763e-07,9.264155760839154e-07,3.796293668391267e-07,3.003998969957527e-08,2.782036578716255e-06,3.136646918670453e-06,2.2382731896952407e-06,8.617865312355922e-07,2.130229183322113e-06,2.1295776772856133e-06,1.327054919464557e-07,825247.8370269885
6.548892595547166e-08,2.419196587162743e-06,4.758154777126192e-06,9.649251675207552e-07,1.709559382335253e-06,6.826817485377187e-07,7.532489807348086e-07,2.389283774431518e-07,1.813438814901201e-08,9.045628554834665e-07,9.695727687094753e-07,1.2735124503922635e-06,1.376065087136983e-06,1.7036856813993412e-06,7.884003626739229e-07,1.7923693089345315e-07,825252.5885289031
1.2413425846005584e-07,9.079507543171854e-07,1.3875625143853888e-06,3.1557884341492698e-06,1.0071533200901187e-06,2.0977217301341045e-06,6.670707352945427e-06,6.258745289952461e-07,2.7826721475078865e-08,1.0901337943582995e-05,6.022448364687203e-06,2.929022699063381e-06,3.5671384409006703e-06,2.8476718837549165e-06,7.32442238589082e-06,3.6485466914465505e-07,825257.3199722177
8.217585564881745e-08,4.3527737928829775e-06,3.371520262540252e-06,5.318688205723816e-07,6.865344498891852e-06,2.620326617745821e-07,6.688755231448749e-07,1.0478650065896574e-06,1.554655077972052e-08,6.055246624079629e-07,6.335775363943614e-07,1.3105656115377197e-06,1.2718504933574152e-06,1.0315564679312612e-06,1.2568694218401683e-06,1.4860206777529013e-07,825262.0598275324
4.4720493979681875e-08,3.2233642843774425e-06,1.3702899451404953e-06,5.2838388107108894e-06,1.870964002361625e-06,1.723144262275825e-06,2.0392712794295048e-06,2.9627440095942455e-07,2.2097606287589967e-08,7.781369707115238e-07,1.1380229430266295e-06,3.5857892842155798e-06,3.4148028682600782e-06,1.3760525117037885e-06,1.988787446470685e-06,1.7695253300961984e-07,825266.786391747
9.519119442430044e-08,4.388224934618572e-06,8.062599300874758e-07,7.954650369403263e-07,6.889663077289356e-07,1.6109676448181803e-06,8.945317031507441e-07,6.67742320255118e-07,4.851218766690537e-08,4.094316374380568e-07,8.02604043938634e-07,1.5641054317376237e-06,1.4695753939690481e-06,1.3437307168074115e-06,7.221349001148301e-07,1.1162212504559824e-07,825271.5484455616
5.9321189840615796e-08,1.7739650556721222e-06,8.780380981190964e-07,1.168080617395118e-05,2.7633340151168487e-06,3.4130298419658076e-06,4.974447640962527e-06,5.89976457821088e-07,1.9434267244902278e-08,4.056164553279124e-06,4.013628926905126e-06,3.054492443798158e-06,3.828605146408159e-06,1.7771950911490742e-06,4.922047506192888e-06,3.255306683106223e-07,825276.2792501763
7.208224057271239e-08,5.497001968869629e-06,1.116388308306265e-06,7.740906818497963e-06,2.038515950456404e-06,2.4374191484756295e-06,5.0833885912057e-06,7.990571699981727e-07,2.2949581268960164e-08,7.1013082041419456e-06,3.5684028256663722e-06,4.6770950858500225e-06,1.752388747921914e-06,2.265222347974192e-06,3.942478213827404e-06,2.8639634835378577e-07,825281.026850891
2.3276373976713094e-07,2.441501799996717e-06,1.9177288815294806e-06,5.0201407081023956e-06,4.034281549602975e-06,1.2829335729764063e-06,4.28809069371898e-06,3.46827988868042e-07,1.703417311356129e-08,4.563870033373537e-06,1.8619362299367686e-06,2.653103501939882e-06,2.681694238964223e-06,2.01610363783306e-06,3.5940199784757145e-06,1.306194242469146e-07,825285.7730557055
1.2698150748214333e-07,2.4793838024994503e-06,1.096749268153768e-06,4.0188495233220095e-06,9.63677039882055e-07,2.8964141537653433e-06,8.84928482900533e-06,1.405836882601723e-07,5.049703463136098e-08,5.467005132047658e-06,4.125243337595394e-06,2.322648022963158e-06,3.1285182388492777e-06,2.3853566590485863e-06,3.998195263202322e-06,3.196364969479796e-07,825290.5381987202
1.4575643562407655e-07,3.054218027125186e-06,2.099801449357326e-06,7.292916334920696e-06,2.541498663138169e-06,2.2333576789224935e-06,6.759485239060393e-06,2.1589688119782064e-07,2.3573666026414665e-08,7.806309380459329e-06,4.78525355344756e-06,1.7413921313936991e-06,1.9140482670623896e-06,2.2683817323887474e-06,3.618577788161175e-06,3.4943304002297205e-07,825295.2546106348
1.7838518456405194e-07,1.7420943452797908e-06,1.6559213257744743e-06,1.2720688955740755e-05,3.076752804860319e-06,1.7657646548054292e-06,1.3669681513291838e-05,4.5042906949736986e-07,1.923002562353505e-08,1.195904844038838e-05,6.70244659015626e-06,2.0037541030954223e-06,2.9855900936376458e-06,3.838121955620565e-06,3.94049189743144e-06,2.9752105970078716e-07,825299.9793757494
1.1061720622987404e-07,1.6548119863485635e-06,8.111834171198788e-07,1.4451551687674105e-05,5.811455958423767e-06,4.229131526289227e-06,3.218832380760947e-05,8.531171676662448e-07,1.4870663654149809e-08,1.2023272270728456e-05,8.44350602825308e-06,2.8133485794657258e-06,2.9991413857691655e-06,4.0993627533117e-06,1.0355495768797322e-05,3.3357344045773435e-07,825304.731992364
6.356662841619306e-08,6.981321378730209e-07,4.359835301470091e-06,7.086002628540394e-07,2.0825703027199867e-06,1.1837289884622205e-06,3.362060147199005e-06,6.230485732363246e-07,1.6012960962468708e-08,8.256284010119229e-06,3.909226809566714e-06,2.2119768916445877e-06,1.4279421905561509e-06,1.895057269024737e-06,3.4398704667810356e-06,3.0937059319360294e-07,825309.4724713787
1.8357178543445724e-07,4.5479988506897976e-06,4.205751855766008e-06,6.285252685402477e-06,6.5569243461012576e-06,7.225309534332627e-06,4.455419503237586e-05,0.0003419744636996169,2.3380903961043246e-08,1.369573158031018e-05,7.668841247823801e-06,4.0333226036492736e-06,5.397506614005529e-06,1.9638418507564454e-06,1.34494900028037e-05,0.00044984378285352496,825314.2250288933
7.371044732558717e-07,1.8065156448790728e-06,5.424264734879388e-06,4.294004030832674e-06,8.332491878453786e-06,4.322404280278856e-06,4.163886860022222e-06,1.7760838715167162e-06,4.5593622996946115e-08,2.133713845649844e-06,2.057096118170798e-06,5.605216603887639e-06,1.9729422205797124e-06,2.2358710080563183e-06,1.9273177542673308e-06,3.5440458829071014e-07,825318.962305008
7.725320059877748e-08,1.2686811317999621e-06,1.914576981646062e-06,2.0066801084888397e-06,4.560572736047867e-06,2.275798264748329e-06,9.674260231177252e-07,9.64020625248582e-07,1.7502643612175172e-08,4.036163987412855e-06,1.1514018197906748e-06,2.7381433215324085e-06,1.864573899707548e-06,3.385209392884674e-06,1.717718374766237e-06,1.0785377915309165e-07,825323.7150625227
