A1A,A2A,A3A,A4A,A4B,A3B,A2B,A1B,B1A,B2A,B3A,B4A,B4B,B3B,B2B,B1B,timestamp
7.878440673248821e-09,1.5529998913664236e-06,7.525046203009399e-06,4.326781163942238e-06,4.888088832844363e-06,7.632580753772654e-09,6.466043081248387e-07,7.197040210223603e-07,3.034542567473234e-08,1.7605698037867907e-06,2.6022281544490186e-06,2.854127712446888e-06,3.8652284856849834e-06,4.40001515942394e-06,3.823935631095682e-06,5.2094093111272776e-08,832197.2092394471
3.649643769168992e-08,6.946880333634991e-07,5.739982874722615e-07,9.067344620260168e-06,2.324344747689959e-06,9.812315500583606e-09,2.955237329825246e-06,3.022310965880058e-06,6.471346360505995e-08,1.7101156148268113e-06,1.6764041922549043e-06,2.163676099330874e-06,1.926220090080136e-06,4.554606117348329e-06,2.229601389777685e-06,2.8103388106886656e-08,832202.0880360241
2.936047576764967e-08,6.449553707249883e-07,1.3895755126192257e-06,2.131550881201642e-06,2.152675007092626e-06,2.4024556877703988e-09,1.1173095498140704e-05,1.4188725830455456e-06,5.569278894540715e-08,1.1753921572206051e-06,1.6378383601872752e-06,1.1725918616342824e-06,3.1991708103826166e-06,2.3022637776969054e-06,3.1662349405910655e-06,3.986605114081321e-08,832206.9539024014
2.8787675161338573e-08,9.013121195864026e-07,7.548854400982021e-07,2.796886253753141e-06,3.1280803125759404e-06,7.482841465000079e-10,2.169322801283041e-06,4.407307511887743e-06,3.6356919961323946e-08,2.1384961065647363e-06,2.1389041437414806e-06,2.749680472970696e-06,3.294934871639514e-06,2.485569636055615e-06,5.3495919848058605e-06,6.963465830954065e-08,832211.8309068786
7.758835822451611e-08,6.73299047875392e-06,8.055330247560818e-06,9.322981626313071e-06,3.646684841453081e-06,1.8320778581618784e-08,1.2022974854311907e-05,1.511442236830182e-06,1.526108631327541e-07,3.882045628712175e-06,2.3652496699939003e-06,2.703394144845572e-06,3.7340116102600265e-06,3.336539050457769e-06,1.271707359715242e-05,1.656667139300233e-07,832216.6880983557
4.0680566285212967e-08,5.011572097780682e-06,1.2589665317026926e-05,9.889051259060474e-06,5.989397649491244e-06,1.7302422434924995e-08,3.5406005639829157e-06,1.8363791615759062e-06,1.0468386873710497e-07,1.9823851015362763e-05,6.119671399387201e-06,9.78942356611518e-06,1.878109440813688e-05,3.4910509950083786e-06,1.077076623724462e-05,1.3575305980015064e-07,832221.5743321328
4.184212432448658e-08,3.727919753726241e-06,8.294900963930327e-06,2.4118983471003444e-06,1.987519007233268e-06,4.266719707360682e-09,6.398493655400094e-06,1.2849609383199425e-06,5.56922664658643e-08,9.371558958303536e-06,3.8099001990591357e-06,4.4650399857000305e-06,2.1810264081850564e-06,4.768095141294087e-06,2.5267800314635945e-06,3.172135602597934e-08,832226.45386541
0.000326748715633149,4.927364657055475e-07,2.5428839888509147e-06,2.0088946869402146e-06,9.01612254398173e-07,1.522304409622884e-06,3.9074709757375606e-07,8.519441364285113e-08,0.0002957205573935407,3.4885865000193366e-07,1.7151950352607918e-07,6.4749978557006e-07,1.1977374088399678e-06,2.4280670517996836e-08,7.199599532689209e-07,1.5240639223214729e-06,832231.331648387
2.1376205022555155e-11,3.229353563321565e-10,1.0189406974588838e-09,5.6629960787628e-10,7.910904140304644e-10,9.294930242163526e-07,6.720711566134055e-10,1.2614989980530413e-09,8.037198194526442e-11,1.173089598794603e-09,9.172644601652537e-10,2.5261461637097974e-09,1.057741736637828e-09,4.157971294513245e-09,1.2560186958831507e-08,7.76664958659011e-07,832236.2022822642
1.5473699819492297e-11,1.162886687269445e-10,1.3650585394734767e-09,2.007122404264899e-09,1.799373937739793e-09,8.194825311516875e-07,9.01005948980377e-10,3.772345693360172e-10,1.476263601733993e-10,9.203673259868276e-10,8.340960930805322e-10,1.090006835972994e-09,1.0562006296747754e-09,3.566617589770795e-09,6.589328885974104e-08,3.63109645346952e-06,832241.0721818414
1.2864131893642163e-11,1.6322844939167415e-10,9.976045061248646e-10,1.459830025589664e-09,7.781587839054495e-10,5.452560156807143e-07,3.2866347428631576e-10,1.6986398292300285e-09,1.0913873958475573e-10,3.0112385856777312e-09,2.0661870086636406e-10,4.6258548321555755e-09,9.564097942670034e-10,7.0687422879246305e-09,3.2024536338991335e-08,2.1496728543858e-06,832245.9425713186
1.1861473932763738e-11,2.4098103639295777e-10,1.4386887797788012e-09,1.563163611039078e-09,2.410754366984919e-09,7.968717120034884e-07,4.0943026763650383e-10,8.980288988431781e-10,1.5602055682498924e-10,3.5928602442133182e-09,7.936242806876886e-10,4.2468276066737e-09,7.948827232586817e-10,3.158532604922119e-09,5.3969738389333574e-08,3.4553050640546268e-06,832250.8322723956
1.1601866275242648e-11,3.7702125277639446e-11,7.438019677781045e-10,8.335386936047809e-10,7.510888635962519e-10,5.647087772543631e-07,1.2929727683999469e-10,3.316482868515469e-10,1.5836951760855535e-10,2.0752555284853676e-09,8.2001036802993e-10,4.431420134472207e-09,1.8676932438015936e-09,4.449302327836018e-09,2.3196034046875818e-08,2.3173642980333578e-06,832255.6956133728
1.903212334765706e-11,3.831315830787065e-11,5.750156611477932e-10,2.4006526225895684e-09,1.0738263696381506e-09,8.216791331170567e-07,3.0513906296153023e-10,2.529980939099212e-10,1.830986677497327e-10,3.819232211659479e-09,3.697791182332047e-10,6.209512737488541e-09,1.5326319595297254e-09,5.042826746301905e-09,4.9272232676917e-08,3.584591817846082e-06,832260.5496404502
1.576811599755002e-11,3.027465787900361e-11,5.387323560006623e-10,5.074635902410654e-10,1.9784751332919154e-09,5.691663955745909e-07,1.51262042960464e-10,3.955731034849259e-10,2.1778548140888298e-10,1.7031427761022567e-09,6.161049444005383e-10,2.9280886639959083e-09,6.176918617450916e-10,4.5454052663765545e-09,3.691477088940844e-08,2.3436231930143145e-06,832265.4223584272
7.220835845204911e-12,1.0724545833082957e-10,6.955871658294233e-10,9.807275039323062e-10,1.1526647211372132e-09,7.826358851433952e-07,3.747720542300025e-10,4.828049626447772e-10,1.421390507987505e-10,3.164050148566532e-09,7.245650522719926e-10,4.7014078765509495e-09,1.2095377728049378e-09,2.8679629699524387e-09,4.66332200355329e-08,3.3422824181541402e-06,832270.2955951043
4.829636626408712e-12,6.298640582392425e-11,1.188107620329462e-09,1.3120324078605462e-09,2.1208316068828364e-09,1.7889409060932103e-06,1.839873763182994e-10,7.235762885017027e-10,1.046900954618888e-10,1.8986262299162277e-09,4.958360885664629e-10,3.33388627086289e-09,1.2488252809796951e-09,3.9770517803706134e-09,1.4979474655267464e-08,9.915775158803972e-07,832275.1577401815
2.9613450206186776e-12,6.770966846374795e-11,4.2711231055199353e-10,1.3659921782017755e-09,3.338728554113014e-10,7.82024774339398e-07,2.76922387196403e-10,1.7492240925962094e-10,1.6720084071362926e-10,1.4083921522055094e-09,3.0978269091207367e-10,2.808041051916064e-09,1.2904731769609501e-09,2.1558282115775477e-09,4.3491506614084565e-08,3.343454878282213e-06,832280.0164538588
1.7912701947447967e-11,1.2375286768218518e-10,1.5087451082740106e-09,1.4829616106100655e-09,1.085477044823489e-09,6.153856337347458e-07,4.373674723183033e-10,1.6401271857260556e-10,2.373985271984853e-10,2.7184839435430326e-09,8.441359240569434e-10,1.5678282245434856e-09,9.820936838765465e-10,5.436249909091881e-09,3.809969822156302e-08,2.672393153682462e-06,832284.901523136
7.900931701093243e-12,1.1638293346879342e-10,9.457392045162836e-10,2.540777591957374e-09,1.8145123729529183e-09,7.591235280547598e-07,1.4620666530077123e-09,6.625222387830297e-10,1.6442946349410158e-10,2.4918511343793263e-09,3.6916326053082324e-10,2.2967517075444464e-09,1.4089605511426407e-09,4.182572493841979e-09,4.212229252465253e-08,3.1764127489802143e-06,832289.7662791131
2.5433690803178914e-11,1.6294855599951851e-10,6.462142323474199e-10,1.2045849539818683e-09,3.2456169915670993e-10,6.290750192083228e-07,3.776659389982231e-10,7.677788293513727e-10,1.5777889427374508e-10,2.391363399300663e-09,2.6482061703939795e-10,1.8445906183374898e-09,1.0915275901319606e-09,9.064154294952758e-09,5.003515170936323e-08,2.753125068798662e-06,832294.6459021901
1.2836671589288332e-11,4.485720885381843e-11,3.213892090435827e-10,4.602173445690601e-10,1.0574698446036027e-09,7.395528891430378e-07,2.2334134577851887e-10,1.4630355407101488e-10,1.4376043467665458e-10,1.1751520913107854e-09,3.296952489275401e-10,1.1014370759920108e-09,6.883659049220461e-10,3.699621869504109e-09,3.724608435785232e-08,3.04590016279676e-06,832299.5102422675
6.27364780303205e-12,5.578667508304644e-11,1.3906859893721048e-09,7.387762589826376e-10,2.6770372262384414e-10,6.509624605996378e-07,4.1747752128215953e-10,1.153312207945973e-09,6.713361977755559e-11,3.0478718283580666e-09,1.0459032761389246e-09,4.3669720459140865e-09,1.7250205772753924e-09,2.9751539948976783e-09,5.450942794287969e-08,2.8879209869469765e-06,832304.3929924446
3.775382189439271e-12,1.073108472580638e-10,7.908307280990461e-10,4.977670370210479e-10,2.169652817697653e-09,6.66870089373532e-07,2.176388471503199e-10,7.201900864408796e-10,5.7753074428113024e-11,2.687315548803902e-09,3.1145924096036083e-10,4.605362429718593e-09,1.7906283318587026e-09,4.775564385291433e-09,4.427045981277198e-08,2.586070636000919e-06,832309.2850001216
8.359984239884553e-12,1.589723008020695e-10,6.739463886213969e-10,8.546067633437395e-10,4.043480051706996e-10,7.230028051919739e-07,2.5639097691094136e-10,3.633641812038104e-10,9.268166626934801e-11,2.0798971459430023e-09,8.035187824481309e-10,2.1243753648301145e-09,1.113984794870494e-09,6.5930723032957686e-09,4.7186325271747715e-08,3.3336868495378274e-06,832314.1679938986
2.716965881718688e-11,1.6397794096574734e-10,7.091251929062845e-10,4.60447783197483e-10,1.782984832778033e-09,6.586023710549096e-07,3.1959683765339877e-10,1.3189269921082319e-09,9.612753057099205e-11,2.8067442088427595e-09,5.086434292951282e-10,5.148422425209211e-09,1.8191253684620336e-09,2.1706124012539175e-09,3.211521137895761e-08,2.5538023202549374e-06,832319.028918476
8.172889807927095e-12,1.6075115629918084e-10,1.5963760090800052e-09,1.3969382787563965e-09,1.2255533604590206e-09,7.156098601333932e-07,2.9745826849862885e-10,2.3551628331526773e-10,2.1109098994490171e-10,2.17232043396526e-09,6.941200733545044e-10,2.337054728223221e-09,7.720714221881468e-10,3.056851747146346e-09,5.183838089256228e-08,3.2899935146373303e-06,832323.903222153
1.8475496981189366e-11,1.984193427644799e-10,1.6348920281211726e-09,7.257743327841216e-10,9.476973728405004e-10,6.244452352531572e-07,4.484919709036072e-10,1.1810015303853404e-09,2.1364741780634438e-10,3.903503166710899e-09,4.1381397238508213e-10,4.9246180208410175e-09,2.234034738359439e-09,5.879610995026216e-09,3.029505681628609e-08,2.3536259350121074e-06,832328.7867845302
1.267038221827815e-11,2.6963634253661376e-10,6.015347967751064e-10,1.2942525782347032e-09,4.168073227609196e-10,7.754142668696724e-07,5.171727140411493e-10,9.560348464263655e-10,1.6479689619668215e-10,3.3598282730902904e-09,5.418267926487127e-10,3.082349219630655e-09,1.4366512626636215e-09,1.0441780792930249e-08,4.482267486572331e-08,3.5129930518355035e-06,832333.6600546073
7.670195327274624e-12,6.216343433653148e-11,9.83680105782845e-10,2.117787180216004e-09,3.028928649414982e-10,6.045061571564577e-07,5.589870624989393e-10,4.2199810395815907e-10,6.013605518170603e-11,1.728352039632524e-09,7.458822340662756e-10,2.669430749680353e-09,8.635284202410409e-10,3.009779416296387e-09,3.081640024204938e-08,2.247874201766265e-06,832338.5300217845
9.838561280359724e-12,8.111014206889694e-11,4.956446038649321e-10,4.4225495501006094e-10,1.2917821852252493e-09,7.635592391583113e-07,4.2261984912841244e-10,4.001169795975022e-10,1.6504367292916462e-10,1.94851011008344e-09,5.557473787679109e-10,1.5493434330850306e-09,8.546295513191751e-10,3.4615662603200084e-09,5.4923336838688266e-08,3.5448382188452583e-06,832343.3854009617
8.9637191939216e-12,1.9084519075499002e-10,7.361030302901303e-10,5.706968049840797e-10,1.2807924987821416e-09,5.921168137360689e-07,4.215974953873996e-10,7.222434090703958e-10,1.0451662544622368e-10,2.2980839721927963e-09,3.8047008049851164e-10,3.7226328273487658e-09,1.7090962993616067e-09,2.790479712539942e-09,2.987533600687892e-08,2.1857587851716565e-06,832348.2559590389
1.5746333347219538e-11,9.96112219208464e-11,7.422180095575165e-10,8.263617058948395e-10,8.274393233962641e-10,7.75528655379031e-07,1.8160567744514977e-10,2.9145368039447687e-11,8.411027214132454e-11,1.6022410874898749e-09,3.807400504814274e-10,2.3163374461122047e-09,9.1575858346914e-10,4.937253342347627e-09,4.742720336974031e-08,3.6174706135683774e-06,832353.124092316
8.290812979043935e-12,1.318112603095492e-10,3.397735599250867e-10,1.2228361078578619e-09,5.533747585003069e-10,1.086372795912462e-06,3.3468789094897403e-10,8.87339850703623e-10,2.0152108497872426e-10,3.5023678615998696e-09,7.991843765189057e-10,4.576693304242641e-09,2.7325679319217716e-09,9.987984914701213e-09,2.1421699107389588e-08,1.6122643612500426e-06,832358.0002063932
1.2069613086053752e-11,8.806017702379855e-11,4.845115469051455e-10,1.3851939135952637e-09,6.959701662908948e-10,6.749793781551434e-07,4.529036734097432e-10,7.725692924066541e-10,1.9354206474931023e-10,2.256155437317689e-09,1.0550885811174424e-09,2.3654464130655374e-09,9.90200848315933e-10,2.9874429066278362e-09,3.928158879816199e-08,2.6362013056224047e-06,832362.8767623703
1.992790866896399e-11,3.6245756603015617e-10,1.5760279827075552e-09,2.8100079578420577e-09,1.9487777984492792e-09,1.9374347526693383e-06,1.230768512354666e-10,8.927448003350706e-10,1.070854484653484e-10,2.243189809698986e-09,3.4376207306681666e-10,3.3754636810843677e-09,1.952958348145619e-09,4.250580477783747e-09,7.720253777357136e-09,5.783921316225243e-07,832367.7548249474
1.2729280427047755e-11,5.994200232261652e-11,5.867304831071721e-10,1.7651254006944879e-09,1.4044526582803204e-09,2.6733038879770865e-06,2.799296883373395e-10,2.3036386146549144e-10,1.252866652549224e-10,2.8237954348796276e-09,8.132640142281868e-10,5.634667490756804e-09,1.941206920839725e-09,4.266237542295523e-09,4.962970118277187e-08,3.717417317627161e-06,832382.8996491764
6.1709494449153145e-12,1.675407734718803e-10,5.153229470761845e-10,5.218912627216338e-10,1.112343740112829e-09,7.713328429290165e-07,2.1564347178027708e-10,2.729689888342196e-10,1.4049139395905189e-10,2.2606806130045286e-09,5.236973121718992e-10,2.4013791730006147e-09,8.696367233649186e-10,3.514111054372527e-09,6.46499415346744e-08,3.24126317664931e-06,832398.0330402055
9.667833481098164e-12,7.636154519910774e-11,3.0874031413558138e-09,2.047453822923178e-09,3.119327013021905e-09,2.5652250707047315e-06,1.4785229601180645e-10,5.162480781885865e-10,1.1817059311461041e-10,1.7086488939953325e-09,5.463931925991701e-10,2.146411632287793e-09,1.0396281351375607e-09,5.026803827346297e-09,5.151349276745324e-08,2.9359542547034005e-06,832402.9038926827
5.500521809282244e-12,7.764502284800035e-11,5.472550486734631e-10,2.1427013481864368e-09,7.371512415756186e-10,7.447106598439615e-07,7.268078082397423e-10,5.329915327431036e-10,2.312197419679854e-10,3.897388609597431e-09,1.056865430508173e-09,3.815539898788019e-09,8.966316223681658e-10,5.748787961218643e-09,3.0807554024900794e-08,3.0996782830831823e-06,832407.7664245599
1.1185889574560835e-11,1.86000039409037e-11,5.6531233655497e-10,4.805505261169766e-10,2.975756808018968e-10,6.229382156864678e-07,1.869852908963244e-10,2.0176284750848227e-10,1.3487948608243662e-10,1.6252679257060544e-09,5.612623486435213e-10,1.876812252074346e-09,1.4284887749255073e-09,7.870315319063198e-09,3.259694176175458e-08,2.7228356826843065e-06,832412.6363046371
