A,B,C,D,E,timestamp,marker,i
1.129690668609888,-0.7199291283161068,0.09381599230644448,-1.0995135026476957,-0.6903419453125668,826905.1822493336,calib-begin,0
0.1712829957508619,-0.6193160713567398,-0.5178552480528851,-0.523418879300183,-0.5948821471601546,826910.0908509151,imag_grasp,1
-0.9028983938136955,-0.05478781605388282,-0.9325430422620193,0.07879060203841388,-0.4385627352909652,826914.9907265966,imag_release,2
-1.7303741581106484,0.678111748477958,-1.0642476799444807,0.6018685303986488,-0.2670794867265067,826919.9005014782,imag_grasp,3
-2.1197852217824473,1.2112824124401964,-0.9186201614162373,0.9574282330090929,-0.11754867287065293,826924.8080329597,imag_release,4
-2.104577320956903,1.2727246870508724,-0.581733145244998,1.1025869789646086,-0.008014641487236043,826929.6903697413,imag_grasp,5
-1.881249594626554,0.8014243872061423,-0.18660318798189776,1.0483942600326128,0.06574759255348067,826934.5813494229,imag_release,6
-1.670218487554939,-0.04081533229873664,0.1315053626735724,0.8463241620130597,0.12509849128032063,826939.4689754044,imag_grasp,7
-1.5748008537544191,-0.9576219387461151,0.278562535652749,0.5614360629879147,0.19469577710104763,826944.3470671861,imag_release,8
-1.5196125582552482,-1.6586580995623375,0.22763708276371444,0.2475821353029869,0.28773927863653265,826949.2475299676,imag_grasp,9
-1.2913435884064817,-1.978791509523852,0.02265451506766713,-0.06146201083240388,0.39486734378408206,826954.1516940491,imag_release,10
-0.6719557319716507,-1.9235857455216676,-0.2421551723209295,-0.3435983865060091,0.48134586089461395,826959.0496846307,imag_grasp,11
0.40852679131575886,-1.6302303481873062,-0.4638556263687592,-0.5725784645477492,0.5009888400628176,826963.9403610122,imag_release,12
1.7848436733105708,-1.271366745157406,-0.5728530429510077,-0.7071765081376398,0.4172355435852837,826968.8508791937,imag_grasp,13
3.0843926808852493,-0.9611481530818704,-0.5580157235648189,-0.6989308373838252,0.224591521218242,826973.7848096752,imag_release,14
3.8696949551640096,-0.712006080545275,-0.4668538803563157,-0.5180440117048756,-0.03938473785480591,826978.7001678566,imag_grasp,15
3.8284241287965908,-0.4575680621461869,-0.37703560871662495,-0.18048949567373446,-0.30251331298693296,826983.5883434382,imag_release,16
2.9237174816232283,-0.12430127227335316,-0.351360330865774,0.23501075743199962,-0.48207506220199126,826988.3634268203,imag_grasp,17
1.4324836722604544,0.29838957123069815,-0.3995771068056617,0.6001046534890414,-0.5172910196484519,826993.0723880025,imag_release,18
-0.15380634737000734,0.7301795921482218,-0.46608369841843705,0.776735153509708,-0.3961668494864081,826997.8107354847,imag_grasp,19
-1.3262135771091597,1.032877165381573,-0.4534869697475833,0.6707977373279708,-0.16398474549994244,827002.5517498668,imag_release,20
-1.7579050361364228,1.0883757298983603,-0.27232088804711563,0.2766265593868121,0.09212018491314976,827007.284613849,imag_grasp,21
-1.4316083467138534,0.8730551983208968,0.10104511968184801,-0.310844943288591,0.27791806064076907,827012.055212131,imag_release,22
-0.625846298011744,0.48911182169833634,0.5940606602144325,-0.9239333821362604,0.32913390395130837,827016.807258413,imag_grasp,23
0.21814812721914012,0.13043821122607155,1.0510281601310942,-1.3795865375476095,0.23641307195263953,827021.5315537953,imag_release,24
0.6931042424077516,-0.004709909217593144,1.2904141331331194,-1.5456062834257889,0.04828049001358038,827026.2609537775,imag_grasp,25
0.5908976685462396,0.18960070910345994,1.1835487522034458,-1.386713255839094,-0.14965898970793926,827030.9937603597,imag_release,26
-0.027331620934290722,0.6681490830750191,0.7239910329561687,-0.9747995396151939,-0.2714911467338556,827035.7122780419,imag_grasp,27
-0.8807921887963162,1.2445196840986315,0.04815077428402669,-0.4582393613484759,-0.2664706638975746,827040.433547924,imag_release,28
-1.607840287258061,1.6680195547051564,-0.6056357457665682,-0.0055275371214048435,-0.13781530644445578,827045.1692667062,imag_grasp,29
-1.9179211822349107,1.73096787113581,-0.9860461774496948,0.25279928613181835,0.06092964613548779,827049.9110958885,imag_release,30
-1.6933404555844833,1.3609149004328875,-0.9322740418464103,0.26536643476977245,0.24864712997174926,827054.6430190706,imag_grasp,31
