1A,2A,3A,4A,4B,3B,2B,1B,timestamp
0.0009577823807670856,0.046632299162365574,0.04494027077052309,0.25375609268312516,0.18631872493409432,0.1332079484936332,0.06174745429214542,0.24365365076146667,826910.0908509151
0.001048218655084775,0.04139758636389229,0.052616513471422696,0.1925918567920021,0.18734612005187837,0.3529268594925439,0.38975805869364566,1.0128203257315183,826914.9907265966
0.0008237074363867179,0.032522355713011104,0.03833283709615403,0.21515568591175419,0.1542650662896,0.21822504460160452,0.06243753480193107,0.1808644430411747,826919.9005014782
0.000828638861341398,0.04544863783353506,0.06494030279716557,0.28900758482810507,0.18456891294763345,0.17593567571725086,0.06364300299331158,0.228238560451055,826924.8080329597
0.0011618556321516267,0.04138540642187582,0.03907295595354318,0.2619837693308402,0.24352706167940455,0.22271664065026653,0.08089751518889236,0.24237298583261208,826929.6903697413
0.0012205763046210258,0.034253473783852614,0.06665563155271352,0.3202203790680987,0.21457997551422114,0.3117034064547595,0.09038007302653048,0.3548691251909228,826934.5813494229
0.0013844693378063928,0.04852823277413109,0.060139061527530485,0.457332075674365,0.23967472978994842,0.5750258668359363,0.4035399930970554,0.3153556646562362,826939.4689754044
0.001214856099283902,0.03358861340342196,0.050025883738609965,0.37069051541293735,0.17776795554269173,0.25738534327331164,0.2696350939348756,0.34288556509413926,826944.3470671861
0.001142975161146822,0.047173004521050686,0.06601546223769435,0.29427874101427837,0.2679592220589044,0.530152787750152,0.121380464547091,0.3401459376495681,826949.2475299676
0.00126699966604544,0.06614046981788586,0.08799247914952253,0.46599639808046167,0.27719122913227895,0.572697965800487,4.96730131510466,1.572562113827649,826954.1516940491
0.0009950510469674686,0.039687451225305995,0.06964490628194567,0.2758770875906628,0.1806347572813969,0.29271461248808517,1.352154201403082,0.5785561068941193,826959.0496846307
0.001027767500200321,0.03763010023765588,0.06855059042966079,0.3639038312518728,0.29941423317501964,0.32263059124144644,0.10876171192202566,0.2930901943762164,826963.9403610122
0.0009365346769029023,0.0375543444302311,0.05870514899652106,0.2695154512473166,0.2023402595314748,0.31237440579207654,0.40001868508839566,0.396006128328665,826968.8508791937
0.0020925526199248533,0.036969858855548834,0.1097095642475769,1.4744389108752947,4.979179587054809,0.21025222841767968,0.6748352403416403,0.41577524328956084,826973.7848096752
0.0010071103421417952,0.03395647957908272,0.0974106475530993,0.36122982393026437,0.31716641469775697,0.23781831533688358,0.13360248807831948,0.29313168834847453,826978.7001678566
0.0010308112268957834,0.1748055067498729,0.07330884884620979,0.3717364119976702,0.24605224267050507,0.17486134070690174,0.19650052976424612,0.3464957883804068,826983.5883434382
0.001337410795141942,0.04573033182762878,0.11178234889918255,0.5983820048200499,1.2241306165241037,2.209797858993782,0.33756626961466574,0.564454903643209,826988.3634268203
0.0013874975315691718,0.042428275090913105,0.042575989961261954,0.2695318423688827,0.19660128881727687,0.23602311379932334,0.46430041783141535,0.5937058912108037,826993.0723880025
0.0008463751918964173,0.04298093269620699,0.054190525014431445,0.3034352886730993,0.23560182202385863,0.26186172965381316,0.206537659261384,0.3136225677061306,826997.8107354847
0.0009921163614068516,0.030412570680639656,0.05691280261151514,0.2723752474768917,0.18496385383326658,0.2599355156350321,0.05998778781118703,0.20035908926426044,827002.5517498668
0.0011568184975320629,0.044534083240702425,0.05572151463681226,0.3223873619782687,0.3476636084412856,0.5838238037423876,0.10261190045977864,0.33487108900307916,827007.284613849
0.004543968867430326,0.11589383594357656,0.657703861675538,1.1039715233076226,1.2271950415267148,1.1562710450118052,2.7471012586591517,5.177786381022337,827012.055212131
0.12875685452423674,26.039627510178853,20.365692745258237,6.243142259755614,1.4202233086089986,1.563487841590016,2.9709969004457855,1.929657402433171,827016.807258413
0.006138068036212025,0.09651215493204886,0.4826383881615005,0.6169086111846004,0.5902946467460173,0.8799103282741665,0.6046846627543381,0.6506427241181038,827021.5315537953
0.0018105015561262505,0.04958586761096377,0.10239173973201701,0.41696548634116015,0.2887303667371438,0.34402595283083215,0.3515116043934734,0.5890953105144716,827026.2609537775
0.019803901416170087,0.1750651971601873,0.877860605635948,1.3416955762150322,0.5052030635298531,0.8183675135370512,0.6832832716628932,0.7580453645379376,827030.9937603597
0.0022166273907078815,0.04816440192404124,0.13506950372831053,0.4681527198554896,0.3121302907630318,0.38072048600454667,0.15152950161111392,0.3193268627958694,827035.7122780419
0.0015472379518338371,0.04915843280093671,0.07926238482266384,0.6469615648411925,1.430623100453251,0.2210122152913832,0.2671367196856202,0.41281019742346114,827040.433547924
0.0009894652274004625,0.03575431261865077,0.06806458731844496,0.24343131800567008,0.1648211108655768,0.3157540845026589,0.14959278038021143,0.617324658573075,827045.1692667062
0.002771962651969645,0.13634786072342467,0.19209977311282436,0.5383868584343009,0.35126493765602,0.42968156410446123,0.2522978447587619,0.8392792099491097,827049.9110958885
0.0019283762111980628,0.050738724769887854,0.099063562045464,0.47091875945651873,0.3649315282362397,0.2667055285478254,0.4206516890214473,0.6523682715920025,827054.6430190706
0.001117220772802435,0.034882875037596565,0.08921884710449647,0.3314936207143416,0.1661823302109178,0.28222000861029334,1.5991219687999199,0.5781078019847029,827059.3677817528
0.0009742817403915983,0.0677462724472208,0.0639126200499747,0.30783382278891924,0.20198396924404832,0.19499721323143715,0.19928826116877485,0.28387066220886786,827064.094670735
0.0011217804558160307,0.04630411452897039,0.07191183727015976,0.3329434773923663,0.20345486213747158,0.23183597160487854,0.10154205705096794,0.30172240145381507,827068.8307702172
0.0016289644866807917,0.05536082829559872,0.2576852436855903,0.26036282246679165,0.17290564164542616,0.263662628261706,0.13408040820034023,0.22210171720710065,827073.5410765994
0.0008143300456550093,0.027818162656033884,0.06691399278892102,0.3883021813760401,0.2444735491162043,0.26418438157267354,0.22076192122180305,0.2967632329140627,827078.2837361816
0.0015774191349402207,0.05977345236312565,1.6154717272811923,0.6167310391631922,1.4283075239075127,1.0131979245848786,0.33916157659863455,0.6113051911080741,827083.0132991638
0.0009657137035719622,0.03540770519103635,0.0669358777363476,0.4236762077852964,0.3021614176880848,0.46997319816040695,0.16081171947632183,0.5589558572778637,827087.7402673459
0.0006269971212302223,0.0309688014908721,0.05269671583698857,0.27518561953845844,0.16227093684971378,0.24258361193722766,0.32801992890496423,0.24786194669934644,827092.498798528
0.0007954034856043335,0.037685377989411635,0.04523287371838489,0.3631983570082139,0.2704990219511733,0.2453907313725487,0.27439588836499323,0.4229213136256944,827097.24372111
0.001156508713688576,0.04307244407043088,0.056129069170301825,0.3285641939381129,0.1856685040555544,0.2053552619357341,0.1756833737042989,0.2629406500837052,827101.9595034923
0.002493458386269861,0.1406640986344656,0.1667441273694202,0.5145541709501358,0.30678990490972763,0.43143096712613244,0.2631062994302245,0.3748966746680038,827106.7066161744
0.023851981760874465,0.41579102487751246,6.0845440628743,0.5240112142838451,0.35660555832225604,0.3545420954062801,1.8613344688515527,0.828875363192365,827111.4323042566
0.0010427076605148617,0.02466909741243209,0.05960576237277785,0.2338585717141535,0.21886163452199797,0.19477471927850232,0.1497327435088796,0.3138711899036878,827116.1709440388
0.04993996413247928,0.8304393080395954,11.823240723807006,2.2398804878128606,7.5196355396005,1.0673255750581023,0.9223796079144294,1.3723130112820836,827120.893540921
0.0008505622723650214,0.07461867905583901,0.07106636332656287,0.3439357054530245,0.2139844704887382,0.1881214391785638,0.18482551594573618,0.3843370923588703,827125.6305658033
