1A,2A,3A,4A,4B,3B,2B,1B,timestamp
0.30324767147949083,0.5799989753597199,0.541495451572042,0.413616734457571,0.368054516652858,0.27069972200637427,0.5025877442093706,0.13892862219623744,829877.6914215429
0.3236342264158649,0.36198032142223874,0.36307703394307356,0.3901794745424738,0.3677463592712123,0.37852492896469175,0.5439489574881241,0.18666710997294636,829882.4395597158
0.20026184146651196,0.41793726283790317,0.3848212736866392,0.4437452090720554,0.41985856088793005,0.3397102848209822,0.3844080670493009,0.1739416008937382,829887.1552774888
0.2282286769997822,0.3734928190700469,0.3327901843086888,0.46624739771185586,0.4455999945371812,0.26045340815267676,0.4727709073990807,0.1055858817621162,829891.8794714619
0.22534433128079293,0.2975201746973204,0.32963543872930373,0.382939720325913,0.41821390731252156,0.29670734975826624,0.38619694605620863,0.12324860756056576,829896.6350861347
0.21217779782833007,0.4970338484458666,0.6673184565605267,1.5341792409830886,1.096514621431838,0.34885287444739715,2.1638312547418153,0.13262578726657748,829901.3530969077
0.22472027904689318,0.33946376449209226,0.4728870810852371,0.7042161246160428,0.4459632125637017,0.4911165469902657,0.5373893822496285,0.24658268460508947,829906.1076191806
0.4383839145985407,0.4994813080693256,0.5143625946547505,0.5026902936825974,0.32949871011819715,0.549996176443636,0.5159992983376277,0.1863864483789844,829910.8317243536
0.22757288081578267,0.4102179158796948,0.4076755180872477,0.5086124451440103,0.4063229381990846,0.43426519830482485,0.5577970491248682,0.1753626273205378,829915.5715544265
0.2632043316376219,0.35781143729121545,0.5472926516013149,0.490680573616445,0.5849337566122483,0.5540976245317765,0.7129187857390024,0.13567706896337542,829920.3174068994
0.27951174952227903,0.5856637048710609,0.6038891347219666,0.554654196791284,0.5605258374853612,0.7292088040422404,0.5677285192313728,0.21775720606299256,829925.0580534723
0.2523775796981358,0.4225690398975355,0.37426533179189797,0.4177703919563334,0.3661928972232852,0.36142273410409864,0.43754225461235297,0.17967931734500142,829929.7907276454
3.7482635151922743,1.6037421115554653,2.081068467242896,0.7212313532187107,1.027799624522465,0.42261777439878134,1.0590139878633462,0.28130389336044503,829934.5376282182
0.5773883656449378,0.42343739855741497,0.46588929191051626,0.2833125735138508,0.3524743232073679,0.3298787474642401,0.427425000850191,0.14046658000220374,829939.2504393914
0.3030727044981892,0.4699337010081286,0.39256985724797694,0.36096293343863034,0.40312429583314463,0.3984399547990938,0.3678856642038942,0.17199560218915622,829943.9828351643
0.3090517605546224,0.3696706584721842,0.3485376362254547,0.4814666994543373,0.5516378681121469,0.2629489227896416,0.44951272787463054,0.09319048605065292,829948.7007765373
0.34850439167962954,0.44557134567105755,0.41252550187324016,0.42063127069203415,0.5345878267678805,0.2843001865379528,0.33403328843062685,0.16689088489646653,829953.4310711103
0.24801596516089539,0.3357372957120314,0.28377729033266136,0.4903290785862421,0.4480638452461745,0.4773430718772292,0.3926694064725802,0.15200211771931332,829958.1706657833
0.26339810173382655,0.34296528835645285,0.36608663350885773,0.3828275714707511,0.507426286919233,0.29550134937105127,0.40879169886909117,0.21352682564848127,829962.9117683561
0.4721179533467858,0.3293901540595295,0.5036172752462256,0.32936705339405087,0.3029683821379852,0.3572510315867184,0.41970442849319456,0.23130658544087268,829967.669153529
0.3044529713136598,0.3760042742382057,0.35157534661048906,0.5961926562570328,0.3751861520217806,0.30948284593934244,0.3971869129579785,0.1474386145567916,829972.4353255018
0.49167257313666524,0.4930597841642705,0.5500825995332024,0.4252855241998728,0.43464985097622444,0.5499266869412891,0.6079033737957306,0.2133405968313113,829977.1563027748
0.3144730887063898,0.3528046713696691,0.4139253683559402,0.46696983811532927,0.47809636642394215,0.44832630976502336,0.31555679032326983,0.18605076415465227,829981.8924247478
0.26191903266905975,0.3059883119438862,0.3938832331224356,0.37781107801055397,0.40268067899703447,0.3642987369071842,0.3477843612628979,0.15537695025788095,829986.6483445205
0.36278109726143243,0.546326311303601,0.5138140159290014,0.3678384377522758,0.4505060377179152,0.43800281178604933,0.4135015464800499,0.25862921033095654,829991.4186647933
0.25160061588474614,0.3585337333409581,0.4315520116700821,0.377778891127597,0.42875000922289763,0.36620971502672883,0.5122829431522938,0.21735244873504658,829996.1534493663
0.3262231537152431,0.36246751679817235,0.3315553938572095,0.42574607745584975,0.36601937575122806,0.381591533517862,0.40268623455350105,0.26612081528494574,830000.9218530391
0.1895895180698414,0.3454796420822407,0.3786370165733489,0.3970592234418486,0.3437853964694499,0.35196658243900364,0.3935288694838189,0.18577676362284334,830005.656116012
0.3339583877312724,0.3844912911248144,0.5475501512307839,0.4295872309323246,0.3454923819764102,0.2927936627391294,0.42454377167031726,0.1569503816310392,830010.376094385
0.2995571510520262,0.3384532148325222,0.327286863541703,0.32683515848438616,0.36188045453820605,0.342167000713305,0.6429815848334952,0.2294492037571339,830015.119239758
0.19847928383499386,0.43187594978850186,0.4389987226044252,0.6157422751785441,0.4488168004397559,0.2760717321836803,0.3971126598257899,0.18171354800944475,830019.860106731
0.3473350137987717,0.6001135852806648,0.4038864790374407,0.44444983703728125,0.3774051161446639,0.42785911117654857,0.5489722805181254,0.16277482509336286,830024.5995116039
0.24281806439701756,0.4566356701307014,0.38639058023660744,0.41755792529800595,0.3251813034311631,0.34310556804477876,0.3718777040965383,0.1910357753445607,830029.3290111768
0.31127242550848133,0.5532048246183878,0.5825673723104975,0.6123365751822686,0.47033655132981994,0.39962583599669466,0.7153795988176425,0.17655758971479568,830034.0608709499
0.2945918435791406,0.41434724867516987,0.45484137566310096,0.47223458799060763,0.3648819139271226,0.38237301142525404,0.3444090393831376,0.18551599049953307,830038.7890950228
0.23306677255453234,0.2909648214717441,0.4258211997856099,0.4354925177917661,0.4578564955895423,0.4025044482131403,0.5898549078738412,0.21819800224165728,830043.5209175957
0.300883951452667,0.568484055963147,0.5782130368994733,0.5771175577864202,0.6928344915092629,0.47478276269399533,0.7359046183814899,0.2579935215759271,830048.2489047687
0.2789026281908073,0.37855535257457223,0.5340012344574926,0.521926518332537,0.4119867875403762,0.4323495047528576,0.6648492251873488,0.22048399592484436,830053.0183643415
