calib-begin,829868.2132902971
calib-begin,829872.9591091699
imag_grasp,829877.6914215429
imag_release,829882.4395597158
imag_grasp,829887.1552774888
imag_release,829891.8794714619
imag_grasp,829896.6350861347
imag_release,829901.3530969077
imag_grasp,829906.1076191806
imag_release,829910.8317243536
imag_grasp,829915.5715544265
imag_release,829920.3174068994
imag_grasp,829925.0580534723
imag_release,829929.7907276454
imag_grasp,829934.5376282182
imag_release,829939.2504393914
imag_grasp,829943.9828351643
imag_release,829948.7007765373
imag_grasp,829953.4310711103
imag_release,829958.1706657833
imag_grasp,829962.9117683561
imag_release,829967.669153529
imag_grasp,829972.4353255018
imag_release,829977.1563027748
imag_grasp,829981.8924247478
imag_release,829986.6483445205
imag_grasp,829991.4186647933
imag_release,829996.1534493663
imag_grasp,830000.9218530391
imag_release,830005.656116012
imag_grasp,830010.376094385
imag_release,830015.119239758
imag_grasp,830019.860106731
imag_release,830024.5995116039
imag_grasp,830029.3290111768
imag_release,830034.0608709499
imag_grasp,830038.7890950228
imag_release,830043.5209175957
imag_grasp,830048.2489047687
imag_release,830053.0183643415
imag_grasp,830057.7705197143
imag_release,830062.5239301872
imag_grasp,830067.2698022601
imag_release,830071.9950798332
imag_grasp,830076.7366031061
imag_release,830081.5083507788
imag_grasp,830086.2564618518
imag_release,830091.0108346246
imag_grasp,830095.7536040975
imag_release,830100.4706148705
imag_grasp,830105.2221995434
imag_release,830109.9628768164
imag_grasp,830114.6907831894
imag_release,830119.4303121621
imag_grasp,830124.1426298353
imag_release,830128.8765939083
imag_grasp,830133.6174880812
imag_release,830148.5001946962
imag_grasp,830163.3615019113
imag_release,830168.1123578842
imag_grasp,830172.8294675574
imag_release,830177.5791580302
imag_grasp,830182.3217548031
imag_release,830187.061939176
imag_grasp,830191.7990050489
imag_release,830196.521836522
imag_grasp,830201.248110595
imag_release,830206.0194898678
imag_grasp,830210.7640576407
imag_release,830215.4980143136
imag_grasp,830220.2409696865
imag_release,830224.9800258594
imag_grasp,830229.7166332324
imag_release,830234.4391865054
imag_grasp,830239.1784305784
imag_release,830243.9362127512
imag_grasp,830248.6828114241
imag_release,830253.3917510973
imag_grasp,830258.15478587
imag_release,830262.882271843
imag_grasp,830267.6544015157
imag_release,830272.4054866886
imag_grasp,830277.1308808617
imag_release,830281.8746433345
imag_grasp,830286.6102993075
imag_release,830291.3447131804
imag_grasp,830296.1105133533
imag_release,830300.8389124263
imag_grasp,830305.5740288992
imag_release,830310.2973619722
imag_grasp,830315.0214831452
imag_release,830319.7520685182
imag_grasp,830324.4845804912
imag_release,830329.231437364
imag_grasp,830333.988971137
imag_release,830338.7346312099
imag_grasp,830343.4799061827
imag_release,830348.2252947555
imag_grasp,830352.9582413286
imag_release,830357.6936806015
imag_grasp,830362.4329342744
imag_release,830367.1836119473
imag_grasp,830371.9071789203
imag_release,830376.6703095932
imag_grasp,830381.4048970662
imag_release,830386.148657439
imag_grasp,830390.889518612
imag_release,830395.6505907847
imag_grasp,830400.3679550578
imag_release,830405.1161794306
imag_grasp,830409.8547628036
imag_release,830414.6033084765
imag_grasp,830419.3420627494
imag_release,830424.0712581223
imag_grasp,830428.7891079955
imag_release,830433.5405285683
imag_grasp,830438.2723855413
imag_release,830453.1490573564
imag_grasp,830468.0325166713
imag_release,830472.7731763442
imag_grasp,830477.5057215173
imag_release,830482.2469279901
calib-end,830486.9687012632
