A,B,C,D,E,F,G,H,timestamp,marker,i
1.129690668609888,-0.7199291283161068,0.09381599230644448,-1.0995135026476957,-0.6903419453125668,0.00875050279007616,-0.17373523091863566,-0.14497355829951888,826905.1822493336,calib-begin,0
0.1712829957508619,-0.6193160713567398,-0.5178552480528851,-0.523418879300183,-0.5948821471601546,0.045801212265397795,-0.34562376362847236,0.30109725207489607,826910.0908509151,imag_grasp,1
-0.9028983938136955,-0.05478781605388282,-0.9325430422620193,0.07879060203841388,-0.4385627352909652,0.031113842274821314,-0.339222010004031,0.6019942700171036,826914.9907265966,imag_release,2
-1.7303741581106484,0.678111748477958,-1.0642476799444807,0.6018685303986488,-0.2670794867265067,0.029227626040587172,-0.1203463281511922,0.6619235027822374,826919.9005014782,imag_grasp,3
-2.1197852217824473,1.2112824124401964,-0.9186201614162373,0.9574282330090929,-0.11754867287065293,0.09221040254860136,0.234109031838699,0.5008230827452165,826924.8080329597,imag_release,4
-2.104577320956903,1.2727246870508724,-0.581733145244998,1.1025869789646086,-0.008014641487236043,0.22065793277494883,0.5694927911142975,0.23174985367586928,826929.6903697413,imag_grasp,5
-1.881249594626554,0.8014243872061423,-0.18660318798189776,1.0483942600326128,0.06574759255348067,0.35535903502036303,0.7259681499696251,-0.006593183214031114,826934.5813494229,imag_release,6
-1.670218487554939,-0.04081533229873664,0.1315053626735724,0.8463241620130597,0.12509849128032063,0.4065480697417416,0.6154961983060482,-0.12176372906437809,826939.4689754044,imag_grasp,7
-1.5748008537544191,-0.9576219387461151,0.278562535652749,0.5614360629879147,0.19469577710104763,0.3069323558955119,0.26597343242493215,-0.10890170524767502,826944.3470671861,imag_release,8
-1.5196125582552482,-1.6586580995623375,0.22763708276371444,0.2475821353029869,0.28773927863653265,0.05721423496471554,-0.18893651087894311,-0.041056318352526336,826949.2475299676,imag_grasp,9
-1.2913435884064817,-1.978791509523852,0.02265451506766713,-0.06146201083240388,0.39486734378408206,-0.2603348128818781,-0.5691376795758081,-0.016962362856732645,826954.1516940491,imag_release,10
-0.6719557319716507,-1.9235857455216676,-0.2421551723209295,-0.3435983865060091,0.48134586089461395,-0.511496378707149,-0.7272408334587678,-0.09680889451596092,826959.0496846307,imag_grasp,11
0.40852679131575886,-1.6302303481873062,-0.4638556263687592,-0.5725784645477492,0.5009888400628176,-0.5710475411251615,-0.6101109012652326,-0.2620876591877999,826963.9403610122,imag_release,12
1.7848436733105708,-1.271366745157406,-0.5728530429510077,-0.7071765081376398,0.4172355435852837,-0.38412916755448767,-0.27534906090057126,-0.42336577561162797,826968.8508791937,imag_grasp,13
3.0843926808852493,-0.9611481530818704,-0.5580157235648189,-0.6989308373838252,0.224591521218242,0.000318017128173608,0.14236662917475124,-0.46844868563039443,826973.7848096752,imag_release,14
3.8696949551640096,-0.712006080545275,-0.4668538803563157,-0.5180440117048756,-0.03938473785480591,0.44308079679187223,0.49469747929940955,-0.3264867615313818,826978.7001678566,imag_grasp,15
