A,B,C,D,E,F,G,H,timestamp,marker,i
-0.07765622462287743,-0.14803248287577514,-0.048591127656575486,0.017050990896579354,0.02211480971383178,-0.011245760381468286,-0.0002501290949637002,-0.004135375899465167,824962.3918747073,imag_release,14
-0.07884084294685524,-0.14375712939687346,-0.047244986441523015,0.022363788397898866,0.01848412064400734,-0.012713043844813237,0.0020662507594053797,-0.0029021656130613625,824967.141515522,imag_grasp,15
-0.07852147460002233,-0.13850011241775248,-0.04939075373981315,0.029263215904508387,0.014815153563753418,-0.014616444739083974,0.00368623298339281,-0.0004436365180763271,824971.8885231366,imag_release,16
-0.0770884946488749,-0.13500312741705894,-0.05381033679383602,0.03340498391639435,0.010312194388762075,-0.01531787028930216,0.004621876197072166,0.0023717572051414736,824976.6142224512,imag_grasp,17
-0.07516395307553238,-0.13571618852108863,-0.05888494677483977,0.031183164303376924,0.00401714599838953,-0.013317808133348282,0.005080355683682276,0.004521033168343605,824981.3330755658,imag_release,18
-0.07267666426155919,-0.14151740284695197,-0.0644367002226126,0.022204642141395486,-0.004271232209306651,-0.008134913439451408,0.005163001815120892,0.00523229060541976,824986.0683188804,imag_grasp,19
-0.06948684124982518,-0.15124613966530373,-0.07098713816438412,0.009365702051703749,-0.01359070675164409,-0.0006321948983869619,0.004731960322133997,0.004289169686686208,824990.806216495,imag_release,20
-0.06663584454319435,-0.16226321974977131,-0.0776075543363095,-0.0032207601439523705,-0.022165977386082582,0.0073959425683569075,0.003501631810972843,0.002095356102572307,824995.5564626097,imag_grasp,21
-0.0662709075286917,-0.17164294759233187,-0.0814778569213476,-0.012444981797901013,-0.028252532303196794,0.014021028620599854,0.0012669858169941347,-0.0005178832260702594,825000.2865865243,imag_release,22
-0.06954559418883219,-0.17719379874710925,-0.08051459037506685,-0.016695789984556137,-0.030748079188268013,0.01788996213658106,-0.0019286824832077953,-0.0026516586531203984,825005.036168339,imag_grasp,23
-0.07513048810309782,-0.1781312291347775,-0.0756317137332795,-0.015702706574284336,-0.02950076838649734,0.0186190330615826,-0.005700735105240289,-0.0036991298437841456,825009.7909461537,imag_release,24
-0.08010074758211441,-0.17519112603045855,-0.06990870314007559,-0.01061595819101316,-0.02525057116479866,0.016792236960718215,-0.009299004350369483,-0.003548297873941525,825014.5434730683,imag_grasp,25
-0.08228325560969883,-0.17012269494964843,-0.0657722783566622,-0.003966339290248131,-0.01924092132789832,0.013575474512019561,-0.011724761576701777,-0.00256279135628485,825019.293448683,imag_release,26
-0.08166131637920504,-0.16476325955397425,-0.06339741270590475,0.0013304287119809404,-0.01269663382018813,0.010082899899638405,-0.012032059990662272,-0.0013693268749908896,825024.0176989975,imag_grasp,27
-0.07932320854238077,-0.16000818996152466,-0.06225830114133531,0.0041365674118641685,-0.006196536322128527,0.00681576427982851,-0.00975825777407394,-0.0005600233727823805,825028.7210851121,imag_release,28
-0.07608781821069474,-0.15555281488556538,-0.06279557822226262,0.005953053882896871,0.0004315364559735361,0.003576979284779154,-0.00520743986432395,-0.00043215885296795726,825033.4532376267,imag_grasp,29
-0.07243157082546946,-0.15053727597066263,-0.06576454466894965,0.0094176145843836,0.007542374411761555,-5.474507102385716e-05,0.0005928399586603227,-0.0008907639080929316,825038.1966722413,imag_release,30
-0.06924870116035581,-0.14455969585419223,-0.07037753890941764,0.015733318125102296,0.014957219363118366,-0.004081740330488397,0.006281744369810797,-0.001541527219384287,825042.940083156,imag_grasp,31
-0.06786208053494625,-0.13833176495468266,-0.07396128119077584,0.023347684412371332,0.021569128643522513,-0.0077878525622287476,0.01064490706373629,-0.0019231656873617696,825047.6581858705,imag_release,32
-0.06845661597200121,-0.13336126387037817,-0.07453948116040206,0.029387677694781723,0.02586483931539328,-0.01004372635221273,0.012937801738014676,-0.0017563474068425493,825052.4039811852,imag_grasp,33
-0.06937162255881298,-0.13115019266402272,-0.07280606137217131,0.031728274697426374,0.026781333483589305,-0.009959231875063817,0.013013665019279889,-0.001071885033368109,825057.1273644997,imag_release,34
-0.06850535105644252,-0.13244538221291044,-0.07098934611675929,0.029856724261576068,0.024290204305147497,-0.007430187550977467,0.011266324539054911,-0.00017840417836826236,825061.8718800144,imag_grasp,35
-0.06552502898370115,-0.1368754143385653,-0.07008779937203433,0.0244706788886917,0.019429720763756902,-0.003291494082743277,0.00845243437176451,0.0005042970107888865,825066.6265602291,imag_release,36
-0.06256908390004644,-0.1430867689699189,-0.06864745494936694,0.01688915894228507,0.013742222189627423,0.0009129634989247207,0.005385461801254724,0.0006577574323343545,825071.3543801437,imag_grasp,37
-0.062176460273333796,-0.14919314114550375,-0.0650173669698962,0.009243009175936054,0.00865574110042297,0.0034885558931827235,0.002591023856348519,0.0002222812986955277,825076.0827235582,imag_release,38
-0.06518869354155547,-0.15352571304312645,-0.0595910785596304,0.004153315317953958,0.004929665502275515,0.0032551415534534493,0.00013702465093472154,-0.0005683671971048111,825080.8062612729,imag_grasp,39
-0.07059129550913497,-0.15541920706496667,-0.054366315395865096,0.0032653310329624854,0.002333479721616413,0.00014434641052131966,-0.0022203891326384303,-0.0012809011818339091,825085.5480057874,imag_release,40
-0.07682548268190831,-0.15547974700865363,-0.05083099924035873,0.005906826273577299,-0.00011518710181755219,-0.004675482847528237,-0.004707987153412857,-0.0014730365838407397,825090.3031252022,imag_grasp,41
-0.08282067988208179,-0.1550819810885863,-0.048808752688686424,0.009392086281452038,-0.0034425334054327093,-0.00931785199406187,-0.007257208453842943,-0.0008977895123443711,825095.0288050168,imag_release,42
-0.08731389130054529,-0.15529811398845225,-0.04815165822598041,0.01140189303389854,-0.007727700354417967,-0.012079776394326646,-0.009490892311953885,0.0003857245915924363,825099.7528798314,imag_grasp,43
-0.0885895312438184,-0.15612169541301268,-0.04995826501394548,0.011840213690613815,-0.01168584130010484,-0.012209138170844704,-0.01091256207218752,0.002032987532522776,825104.496519246,imag_release,44
-0.0856534322721377,-0.15658236964539413,-0.05525905909780651,0.012360430064059909,-0.013282878463171893,-0.010058728492437333,-0.01112032074589767,0.0035568667415864295,825109.2235328605,imag_grasp,45
-0.07966890724351336,-0.15555600870333405,-0.06279498425596614,0.014371666455628932,-0.010998963003559287,-0.006655112421233782,-0.009953426092500555,0.004513015483452665,825113.9780780752,imag_release,46
-0.07381283153795229,-0.15269320710636422,-0.0687598644183335,0.017499632174252735,-0.005012959736663871,-0.0030923796100233566,-0.007568973273085012,0.00464180404679193,825118.7148146898,imag_grasp,47
-0.07070870756435978,-0.14878611796064778,-0.0700368912320997,0.020109230265525073,0.0026044003187445097,-6.696800246712327e-05,-0.00445564758074442,0.003933540318136319,825123.4582684046,imag_release,48
-0.07048898030901425,-0.14549690823669137,-0.06692033145255322,0.020546440283803688,0.008707568053246172,0.0022436592783611972,-0.001311541310575996,0.002597680266314004,825128.1928647191,imag_grasp,49
-0.07130234119913141,-0.14473878714524122,-0.06247334987455225,0.01761851781481065,0.010366978443541931,0.00409255302142284,0.001220510454096022,0.0009717938670535095,825132.9378190337,imag_release,50
-0.07137952677350391,-0.1477806811954624,-0.0597080318245303,0.010733512477728836,0.0061948650347654005,0.0058639997387902095,0.002831395260300694,-0.0005988225469170701,825137.6490343483,imag_grasp,51
-0.07043994650444728,-0.15448271297781221,-0.05962387580029746,0.000348522171702846,-0.002939040375960119,0.007684353352464412,0.0036231773920683543,-0.001860945734141207,825142.3812284629,imag_release,52
-0.0688747744740995,-0.1629317507496576,-0.06225480317657756,-0.010917711665166729,-0.013940133597189873,0.009182232098421736,0.003933499730524233,-0.0026974471126884228,825147.1056670775,imag_grasp,53
-0.06681939399627865,-0.16999372551235875,-0.06782814160331758,-0.018489510353751598,-0.02257630070754099,0.009601122568329191,0.004076735574542932,-0.003100746311642682,825151.8575246922,imag_release,54
-0.06452399019793303,-0.1727003510184713,-0.07584856155735976,-0.018199680596949194,-0.025301601880534666,0.00832756438451649,0.004191640351114579,-0.003114679184556684,825156.6021623068,imag_grasp,55
-0.06319095035381485,-0.16967022163383758,-0.08364995835676982,-0.00907574041369351,-0.02085939787204998,0.005435329382185674,0.004293145853498411,-0.002794623795243182,825171.4303119526,imag_release,56
-0.0647477946682628,-0.16178692727859106,-0.08688193717623419,0.005697060618767355,-0.010875456202620488,0.0018018472206069015,0.004380758073917195,-0.0021979439528356987,825186.2992596985,imag_grasp,57
-0.06981354900968277,-0.15168410017965686,-0.08298761322265043,0.020811170001910316,0.0010543829984317268,-0.00126821199832043,0.004497797024317737,-0.0014034491516389332,825191.032803713,imag_release,58
-0.07658901926851006,-0.14252934142685306,-0.07364174242500401,0.03169409890454818,0.011079685183597912,-0.0027028786141416973,0.004733689477267482,-0.0005381909074119299,825195.7686281278,imag_grasp,59
-0.0821546819647798,-0.13685832168821893,-0.06335928617823795,0.03594640454656804,0.016637386053919335,-0.002147545559760894,0.00520142103155326,0.00021776875601106443,825200.5098872423,imag_release,60
-0.08478266834245547,-0.1358147799937533,-0.05602975981760368,0.03337088639581089,0.017209195508623147,-7.172218229025275e-05,0.005985012379445005,0.0006509445876623978,825205.2307286569,imag_grasp,61
-0.08503326810338047,-0.13892248101458637,-0.05268169595325596,0.025577618124814728,0.014163963555300935,0.0024006400128547606,0.007016520619975351,0.0005627270759152913,825209.9682096714,imag_release,62
-0.08430540218812374,-0.1443180080885874,-0.05264978382326954,0.015992272863598975,0.010019530299213958,0.0039027404884615555,0.007907195941568556,-0.0001615016273427734,825214.7113547862,imag_grasp,63
-0.0831999062331877,-0.149554983308072,-0.05533289795239918,0.008984433205489679,0.00731807089540166,0.0033522491438307193,0.007928171253343509,-0.001478026236472505,825219.4299592007,imag_release,64
-0.0815687020398954,-0.1526906773665773,-0.05992229043193076,0.007652298573227083,0.007488033642716098,0.0004752240900495254,0.006278646463347381,-0.0031377637147290294,825224.1495884153,imag_grasp,65
-0.07948055802847663,-0.15310697445261534,-0.06438842206766786,0.011800550956794052,0.010235401299805992,-0.003964556172690184,0.002516642741464738,-0.004709670553207082,825228.8860245299,imag_release,66
-0.07751058708019844,-0.15162216183547655,-0.06595411307698763,0.017920672297239863,0.013751348954524026,-0.008469647428899397,-0.0030984226783538197,-0.005685277692936747,825233.6099076445,imag_grasp,67
-0.07545165154973306,-0.1498130688309402,-0.06391751946070337,0.021717774120891955,0.015732794001564993,-0.011476164610123268,-0.009593896586559653,-0.0056268050080396596,825238.3481823591,imag_release,68
-0.07173414471014027,-0.14916709949444254,-0.06120499103003525,0.020717264736271876,0.014499518747086824,-0.012014238661843082,-0.015549741008485274,-0.0043208733050879855,825243.1158943739,imag_grasp,69
-0.06487625934459815,-0.15053740550256337,-0.06216493661825375,0.014938499414176104,0.009601207894166096,-0.009994837243491513,-0.01949890227651919,-0.0018829157079150603,825247.8370269885,imag_release,70
-0.05548897684630608,-0.15394366651059124,-0.0687526562515188,0.006020454746880216,0.0018392627529018632,-0.006093503684500721,-0.020344659884556467,0.0012205933495800523,825252.5885289031,imag_grasp,71
-0.046668289072588735,-0.1585921837442625,-0.07877106932322224,-0.0037445379999848168,-0.007114885861435014,-0.0014550852022630649,-0.017690225051431703,0.004265968838091595,825257.3199722177,imag_release,72
-0.041814958916593974,-0.16291595401849948,-0.08805338521979186,-0.011379093502622728,-0.01506225016924829,0.0026200660061853295,-0.01203305514294557,0.006469080743015605,825262.0598275324,imag_grasp,73
-0.04251926980726568,-0.16493505922365106,-0.0933720342528568,-0.013577221849283696,-0.019729866378042304,0.004978010807337613,-0.004648180508112617,0.007232382986520098,825266.786391747,imag_release,74
-0.04843074541314918,-0.16304381794882233,-0.0930878795741565,-0.008336201743300927,-0.019481299203472798,0.004980262345187011,0.0028398834632560677,0.0063675582919512225,825271.5484455616,imag_grasp,75
-0.05839416351909765,-0.15686507447325593,-0.08643950250373242,0.003337487278380695,-0.014015606171504612,0.0027635824196047694,0.009041121792022069,0.004193452024568361,825276.2792501763,imag_release,76
-0.07107553805155739,-0.1476503796346253,-0.07360852501126329,0.017412572505968556,-0.004722636234176266,-0.0008297724305598509,0.01319999168827161,0.0014514965304440002,825281.026850891,imag_grasp,77
-0.08414764633199807,-0.13791517928986718,-0.05745142476016662,0.029077797037686644,0.005705946876335074,-0.0045892441711320835,0.015222153582875458,-0.0009399810384698436,825285.7730557055,imag_release,78
-0.09413213542379337,-0.13069230712810181,-0.043768048506680764,0.03499249282910885,0.014060938841188092,-0.007331112268329192,0.015439902591092278,-0.002202641332483636,825290.5381987202,imag_grasp,79
-0.0981308546759215,-0.12861015226437053,-0.03814966797611595,0.03395950023840105,0.017574569685441216,-0.008157736091779009,0.014332494288115805,-0.001973178821328998,825295.2546106348,imag_release,80
-0.09594863981104532,-0.13300898791183344,-0.041949523089811584,0.02640476311239352,0.014807474223404844,-0.006592981141680888,0.01232325512625975,-0.00044764322144134715,825299.9793757494,imag_grasp,81
-0.09041539710636222,-0.14328348004958225,-0.0511443775674727,0.014008503420205341,0.006241746323884745,-0.0027387621185414753,0.009671584180885248,0.0016840032332712468,825304.731992364,imag_release,82
-0.08507383730724641,-0.15664844948470646,-0.05961173889040216,0.00017890361744304597,-0.0054993015646267575,0.0026402332344527724,0.0064517708056110535,0.003492540318426924,825309.4724713787,imag_grasp,83
-0.08194234257361736,-0.16887855367936463,-0.06309409513160687,-0.010339900181227185,-0.01632444724264541,0.008211569228764091,0.002666551868502536,0.004167217826773997,825314.2250288933,imag_release,84
-0.08125967565828524,-0.17596786129173184,-0.06046403205309753,-0.013599384803908512,-0.02224204644769403,0.012516815523210456,-0.0015318542455983774,0.0033432493000599686,825318.962305008,imag_grasp,85
-0.08258525883597805,-0.17582644336525885,-0.052744545577397675,-0.008766117674721385,-0.02106055452420184,0.014493854375235163,-0.005660130450402603,0.0012334321727686163,825323.7150625227,imag_release,86
-0.08535640696080372,-0.16919214270562122,-0.04232512606200383,0.0013127316160145854,-0.013406183547878718,0.013782644553432798,-0.00896592697002117,-0.001470988917974112,825328.4539743372,imag_grasp,87
-0.0880430211679415,-0.15915101949307495,-0.0335426954394625,0.01216259754330763,-0.00233180139205701,0.010709191754979223,-0.010767218884809415,-0.0038954551028033725,825333.1647333518,imag_release,88
-0.08801097867849329,-0.14973026350624527,-0.03200556122976714,0.020158951236085524,0.008072502073986533,0.006043321752668246,-0.010827288659563365,-0.0053305160844364305,825337.9082405665,imag_grasp,89
-0.05681910671445666,-0.16922838375489424,-0.07307558929442055,-0.012107847031484875,-0.024832245775116533,0.00341701249114682,-0.008634415421223382,-0.0010984832217182231,825342.6522723811,imag_release,90
-0.0804154347651551,-0.14159933847231093,-0.07809521662775483,0.0331581963907929,0.00697987791233093,-0.010619626293580467,0.013876347702170035,-0.0032965561900468393,825347.3797893957,imag_grasp,91
-0.07897977231889668,-0.1729744022550489,-0.05188065274465014,-0.004918584100252558,-0.00732906685602284,0.005094029537891256,-0.014715192665611183,-0.004370563215795221,825352.1174615104,imag_release,92
-0.28545174718579436,-0.18055619672011236,0.23978478200057274,-0.1483767846795149,-0.0499703727700273,0.0011126582627795378,0.016115980788020293,-0.0051251138202618686,825356.872334925,imag_grasp,93
-0.08800175647547315,-0.1658468620776866,-0.03820041527458033,0.0018764740965267232,-0.01448791205325747,-0.002083717448817965,-0.01960533574714324,-0.004099541192519403,825361.6321253397,imag_release,94
-0.0655277021379793,-0.16418965695490229,-0.07631450718285517,-0.008111567850145331,-0.01743556315111,-0.0009892871363534116,-0.0007916479525041498,0.0007724796389203311,825366.3710183543,imag_grasp,95
-0.07342248669198907,-0.15802547764335184,-0.06939995403297601,-0.00810539065575564,-0.007700384281238175,0.0034177305044569314,0.005040915788214472,0.003095228779526476,825371.0883254689,imag_release,96
-0.1933568361325178,-0.16906558688892373,0.12396087723769714,-0.08388325285669476,-0.010030952960409859,0.004876990404163227,0.0036618692131081777,0.0005792757223549636,825375.8282650835,imag_grasp,97
-0.07805900798425941,-0.14021437625558913,-0.04500721518278935,0.02127435290174226,0.013039319511614434,0.0019409868583259396,-0.00044277346579245965,0.0007670554218758688,825380.544156398,imag_release,98
-0.08007321187800423,-0.1591717239964001,-0.06556769842021595,-0.003932188427698466,-0.011719853549925979,-0.004791435918110926,-0.0005249516848295117,0.0005603354085610512,825385.2973521127,imag_grasp,99
-0.06501708288883314,-0.1659361030626948,-0.07790190321412366,-0.0007438499884385903,-0.010618805003077507,0.0006033772534944233,-0.013883931190689905,0.0032557692749723586,825390.0209327274,imag_release,100
-0.07128203309417727,-0.13557828149986884,-0.0703650927281593,0.024896329168377248,0.018878396297569985,-0.008551336035382039,0.00555151212194508,-0.005626998910051477,825394.796616742,imag_grasp,101
-0.08268968133296926,-0.13947446623259144,-0.054977878647554324,0.02387483255046174,-0.002469997115732691,-0.001298116667436311,0.01618578489292955,0.005550567886423614,825399.5346859567,imag_release,102
-0.04391396540265734,-0.14626209313556726,-0.11481737157490937,0.044081961394797045,0.017442290947085368,-0.008545589061701133,-0.0015879698552325714,-0.000863095735952807,825404.2692082713,imag_grasp,103
-0.07936132568249858,-0.15589184556028443,-0.05190045158300577,-0.010562978791147547,-0.002059323121171005,0.0007616958027106413,-0.0027342556134589994,0.0021508309736002693,825409.0076628859,imag_release,104
-0.08881325498301205,-0.15164862512003272,-0.05192897744042157,0.008040685390857007,-0.006221060314598773,-0.000401170251606086,0.007108564954973709,0.003397805389752231,825413.7458847006,imag_grasp,105
-0.20244723566791994,-0.18255842847893736,0.09893492109775079,-0.08333221444811091,-0.018978953137758506,0.0233769118598416,-0.0010884763541574166,-0.0036101845160328907,825418.4724807151,imag_release,106
-0.8703629959176628,-0.2740988620513615,1.0945382684458898,-0.5878779233370964,-0.07830476663479675,0.061622604087847845,0.022057981219346608,-0.0012559712888347157,825423.1840654297,imag_grasp,107
-9.363074043165346,22.57440073528454,-0.19601930223939393,-0.15271468908641359,-0.0015014136792327062,0.00025492839681964493,-0.00024544019909168897,-7.971342633835547e-06,825427.9214218444,imag_release,108
0.10694883087534363,-0.14549983672668904,-0.3340987046517631,0.12347053224975263,-0.013953972532206014,-0.007791976288019572,0.0007179461055443604,0.003261417060601494,825432.662585659,imag_grasp,109
-0.06821401037059185,-0.1413565275090548,-0.07313133961342927,0.01722730770689576,0.007934179344337529,-0.00012635217658283897,0.0067264983376177055,0.002727405026470529,825437.4076459736,imag_release,110
-0.0841549375013505,-0.15904554229717632,-0.044816316148846305,0.015899775820117264,-0.0013888875865268621,-0.003962900129806986,-0.017524219042140892,-0.006065645804146444,825442.1618606882,imag_grasp,111
-0.08444507316986692,-0.1233434396574346,-0.04353842675569405,0.04287820759043889,0.03507783362063782,-0.0034074562243596182,0.0010903020586950666,-0.00037236096392151907,825446.9200357029,imag_release,112
0.04726981156916593,-0.12574523628183085,-0.2479297613155799,0.09425033085052968,0.023308861594742464,-0.011435685336334407,0.01648706344377504,-0.0016685974643562596,825451.6392701175,imag_grasp,113
-0.07037901231611621,-0.1822606823336243,-0.06350051152809781,-0.013911225798380535,-0.01998764637488353,-0.0015418013109347857,-0.015571319984188935,0.002152166333472624,825456.4044494323,imag_release,114
-0.07768273981917628,-0.13086327835027384,-0.054623698545659356,0.028840938133146417,0.019291002202080364,-0.011051295484871054,0.0043751312500281475,-0.0006076947493789732,825461.148887347,imag_grasp,115
-0.06973504753485413,-0.1593120964218839,-0.06662681431778661,-3.799275083889345e-05,0.008741898893388148,-0.009916569198766868,0.004796299069339696,0.0005722102505654957,825475.9962597927,imag_release,116
-0.08409805612456167,-0.16469904342338473,-0.03506558222131109,0.0055497203555044195,-0.005550028360552686,-0.006618581470197522,-0.02130764174574954,0.00547387993542481,825490.8541993386,imag_grasp,117
-0.07539824289326766,-0.1412943481747304,-0.06374821683523726,0.018332617174774368,0.012913244788372661,0.00014389911051610968,0.005030140418409386,0.0007253861936613258,825495.5593716531,imag_release,118
-0.06795671850851899,-0.14420028866927134,-0.07411389744886192,0.019782524847573306,-0.0006112898456368225,-0.003931285045727274,0.004603578979667895,-0.0008965980449804021,825500.2896215676,imag_grasp,119
-0.058149800063061106,-0.1568777735309099,-0.08213902992440372,0.012622973266017917,-0.003751259839168031,0.0026557592349714556,-0.0017292697276248606,0.0021134409440945858,825505.0418144823,imag_release,120
-0.07032432887320007,-0.15603347682274468,-0.06921187093802766,-0.0018659895233746509,-0.01074294479170427,0.0015774417279670909,0.005899504022308177,0.0034927728821925836,825509.774295297,imag_grasp,121
-0.08440412038371546,-0.16433172951292496,-0.061154337845372185,-0.0030557838035794272,0.0007144925244646042,-0.007379492334171065,-0.0036215624991975974,0.004235477779244519,825514.5118630116,imag_release,122
-0.07996078316166248,-0.11910516608438165,-0.05800341973567967,0.04816918712920542,0.032772519536725365,-0.012863968451630806,0.012892381836194153,0.000783884598916283,825519.2380240262,imag_grasp,123
-0.18996503731828437,-0.12987301011264688,0.106996553629086,-0.025839250489515693,0.022542749024840103,-0.01716525287288516,-0.00026754439201096247,-0.005177906289422615,825523.9517478407,imag_release,124
-0.0827806722248008,-0.15871983397865133,-0.04272836538176919,-0.010063527801162701,-0.0030984237081308676,0.007072089981186176,-0.003906910240979876,-0.005211630838403199,825528.6884510553,imag_grasp,125
-0.10630094124085533,-0.18883979391288708,-0.025776345241597762,-0.04858880771265841,-0.03794097390479674,0.001361265949307221,-0.008941197434151714,0.004417102015339959,825533.41784247,imag_release,126
-0.08459971294174165,-0.15918551056981464,-0.049141450373939584,-0.0011546143440894874,-0.001376083337363206,-0.0005200198330723037,0.0009126587415690424,-0.0032050767226258236,825538.1380233845,imag_grasp,127
-0.4704153215208424,-0.20688242716051997,0.48613020204249285,-0.2679312518615515,-0.07052087586873507,-0.007325658058732215,0.004493260311757374,0.0008606991371580664,825542.860167699,imag_release,128
-0.03359336561768434,-0.15818996271574826,-0.12392895329067832,0.023596396021821432,-0.006631983592065642,-0.000897865192227284,0.001773647476192834,0.002289205554570952,825547.6068146137,imag_grasp,129
-0.09244871165625546,-0.16598538235917012,-0.05299864735542522,-0.0033782120410889966,-0.015417268056574349,0.01076386996214097,-0.0024277728276607714,0.0007532009210610848,825552.3278465283,imag_release,130
-0.10888867919164734,-0.17450921209571502,-0.031015975366908224,-0.0182407766375078,-0.015897732006817284,-0.0047306813401839795,0.003310544037877155,0.00011931787077956461,825557.0393879429,imag_grasp,131
-0.09205524037437515,-0.15685861267744358,-0.037303815950464184,-0.009443103686766695,0.005830626957893057,-0.00791805543900668,-0.0036971652637820575,-0.004621098725687599,825561.7982077575,imag_release,132
-0.5732358215229346,-0.21412795604250046,0.6591442175953958,-0.34320447280079436,-0.10533384081601645,-0.027217983747131476,0.0030863320827778126,-0.0026435556932217137,825566.5714585723,imag_grasp,133
-0.040441877365179825,-0.14143832384563623,-0.11925261768983995,0.02922903916480775,-0.0004128436532683439,0.002365167265198458,0.018868215638702057,0.0004932671181038566,825571.323375187,imag_release,134
-0.03908180496864783,-0.1361025498885766,-0.14141633283992835,0.05418253270038467,0.11783694276919669,0.04343525211304311,-0.005809393271285191,0.0011101741113693638,825576.0819477016,imag_grasp,135
-0.08924140971618756,-0.10276959856839274,-0.02818460746037348,0.06677515391518841,0.04614678902142567,-0.01260306192894967,0.006287140980377442,-0.00298620418092372,825580.8254843163,imag_release,136
-0.07556528272602168,-0.1631071625531643,-0.05425773826115972,0.00012920196129548032,-0.011285564245975519,0.002885115233030773,-5.976552002209779e-05,0.002899263665890633,825585.5460416309,imag_grasp,137
-0.2077386904497945,-0.15252518349609262,0.10818353403233658,-0.06237549948015768,0.03889589267780692,-0.012186296234774723,0.0023156830634771318,0.004876367816049156,825590.2795078455,imag_release,138
-0.1620730698341249,-0.16862009237036024,0.04397865685432368,-0.03156035986362307,-0.019030679057737625,0.004794015639784065,0.002085208916802713,-0.00643893302288245,825595.0065331601,imag_grasp,139
1.6013638085336672,1.6861193836192407,2.1119895632061194,3.1003648618155597,-0.01763813757830416,0.004907409551935858,-0.00011548918257968403,0.00039999153691907744,825599.7301068746,imag_release,140
-0.11626608126287763,-0.1717379472390379,-0.03743226494840353,-0.016012970005595692,-0.0160087794885145,-0.005728711331018698,0.008764703042360116,-0.0006183066731844676,825604.4516379891,imag_grasp,141
-0.08479447676901174,-0.14988589120640597,-0.04967744841317025,0.016719396514621704,0.00875336559327093,0.0029136432295418647,0.004327705268056624,0.0001929910648933801,825609.1855806039,imag_release,142
-0.8506281414273964,-0.2124858228425086,0.9935970097289428,-0.4691748618128784,-0.013330754102938734,-0.006889320176384437,0.006660448111696633,0.004128516353702657,825613.9061594184,imag_grasp,143
-0.06529624431317765,-0.16112554712308078,-0.07928267848121329,0.005879246563141189,0.0048051657060135455,0.003976062022202393,0.0016776188749527703,0.0014625038600532127,825618.620323633,imag_release,144
-1.0665840084683544,-0.22725351307442482,1.2649389562564304,-0.5752399184099681,0.0237699323952817,0.029902494196888778,-0.0006442801574338759,0.0002794832909704541,825623.3584238476,imag_grasp,145
-0.08395332494327376,-0.1431638259932208,-0.05509101269661394,0.01623462588359603,0.0045741726621875796,-0.0028293635509869033,0.006154822998304119,-0.003419057443784888,825628.0625930621,imag_release,146
