%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Timestamp (Formatted)
85.0, 150481.75, 187500.0, -187500.015625, -439.4129333496094, -187500.015625, -8668.744140625, -18999.294921875, -9242.8486328125, 0.15000000596046448, 0.8920000195503235, 0.3320000171661377, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854187E9, 2021-03-11 16:59:26.085
86.0, 150228.453125, 187500.0, -187500.015625, -445.31378173828125, -187500.015625, -8906.4326171875, -19250.037109375, -9487.8232421875, 0.15000000596046448, 0.8920000195503235, 0.3320000171661377, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854225E9, 2021-03-11 16:59:26.085
87.0, 150540.0625, 187500.0, -187500.015625, -741.4073486328125, -187500.015625, -8631.5283203125, -18962.75, -9239.25, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 4.0, 144.0, 27.0, 192.0, 10.0, 112.0, 0.0, 0.0, 0.0, 1.6154783660854263E9, 2021-03-11 16:59:26.085
88.0, 150907.65625, 187500.0, -187500.015625, -830.68017578125, -187500.015625, -8312.2109375, -18634.626953125, -8925.990234375, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854287E9, 2021-03-11 16:59:26.085
89.0, 150785.578125, 187500.0, -187500.015625, -681.3258666992188, -187500.015625, -8384.4970703125, -18710.578125, -8977.779296875, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854316E9, 2021-03-11 16:59:26.085
90.0, 150459.21875, 187500.0, -187500.015625, -433.1767883300781, -187500.015625, -8661.546875, -19002.916015625, -9234.1533203125, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854354E9, 2021-03-11 16:59:26.085
91.0, 150222.359375, 187500.0, -187500.015625, -448.5547790527344, -187500.015625, -8898.6318359375, -19250.6171875, -9477.0947265625, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854468E9, 2021-03-11 16:59:26.085
92.0, 150535.0, 187500.0, -187500.015625, -746.8611450195312, -187500.015625, -8621.08984375, -18956.0, -9227.224609375, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854533E9, 2021-03-11 16:59:26.085
93.0, 150864.375, 187500.0, -187500.015625, -843.3089599609375, -187500.015625, -8315.2509765625, -18634.8046875, -8927.8671875, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6154783660854616E9, 2021-03-11 16:59:26.085
94.0, 150775.453125, 187500.0, -187500.015625, -688.5454711914062, -187500.015625, -8397.37109375, -18720.255859375, -8990.005859375, 0.14600001275539398, 0.8880000710487366, 0.33400002121925354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.615478366085478E9, 2021-03-11 16:59:26.085
