A,B,timestamp,marker,i
1.129690668609888,-0.7199291283161068,826905.1822493336,calib-begin,0
0.1712829957508619,-0.6193160713567398,826910.0908509151,imag_grasp,1
-0.9028983938136955,-0.05478781605388282,826914.9907265966,imag_release,2
-1.7303741581106484,0.678111748477958,826919.9005014782,imag_grasp,3
-2.1197852217824473,1.2112824124401964,826924.8080329597,imag_release,4
-2.104577320956903,1.2727246870508724,826929.6903697413,imag_grasp,5
-1.881249594626554,0.8014243872061423,826934.5813494229,imag_release,6
-1.670218487554939,-0.04081533229873664,826939.4689754044,imag_grasp,7
-1.5748008537544191,-0.9576219387461151,826944.3470671861,imag_release,8
-1.5196125582552482,-1.6586580995623375,826949.2475299676,imag_grasp,9
-1.2913435884064817,-1.978791509523852,826954.1516940491,imag_release,10
-0.6719557319716507,-1.9235857455216676,826959.0496846307,imag_grasp,11
0.40852679131575886,-1.6302303481873062,826963.9403610122,imag_release,12
1.7848436733105708,-1.271366745157406,826968.8508791937,imag_grasp,13
3.0843926808852493,-0.9611481530818704,826973.7848096752,imag_release,14
3.8696949551640096,-0.712006080545275,826978.7001678566,imag_grasp,15
3.8284241287965908,-0.4575680621461869,826983.5883434382,imag_release,16
2.9237174816232283,-0.12430127227335316,826988.3634268203,imag_grasp,17
1.4324836722604544,0.29838957123069815,826993.0723880025,imag_release,18
-0.15380634737000734,0.7301795921482218,826997.8107354847,imag_grasp,19
-1.3262135771091597,1.032877165381573,827002.5517498668,imag_release,20
-1.7579050361364228,1.0883757298983603,827007.284613849,imag_grasp,21
-1.4316083467138534,0.8730551983208968,827012.055212131,imag_release,22
-0.625846298011744,0.48911182169833634,827016.807258413,imag_grasp,23
0.21814812721914012,0.13043821122607155,827021.5315537953,imag_release,24
0.6931042424077516,-0.004709909217593144,827026.2609537775,imag_grasp,25
0.5908976685462396,0.18960070910345994,827030.9937603597,imag_release,26
-0.027331620934290722,0.6681490830750191,827035.7122780419,imag_grasp,27
-0.8807921887963162,1.2445196840986315,827040.433547924,imag_release,28
-1.607840287258061,1.6680195547051564,827045.1692667062,imag_grasp,29
-1.9179211822349107,1.73096787113581,827049.9110958885,imag_release,30
-1.6933404555844833,1.3609149004328875,827054.6430190706,imag_grasp,31
-1.010809898953532,0.6550362459754678,827059.3677817528,imag_release,32
-0.08922921186680384,-0.15968239081214497,827064.094670735,imag_grasp,33
0.8058977599195214,-0.8189208045063225,827068.8307702172,imag_release,34
1.443694524072714,-1.1260623540906822,827073.5410765994,imag_grasp,35
1.6755706863639535,-1.0242582542928336,827078.2837361816,imag_release,36
1.443825753088668,-0.6096162793779148,827083.0132991638,imag_grasp,37
0.7751457893017292,-0.08217042137296278,827087.7402673459,imag_release,38
-0.22475215035126195,0.33779632702145107,827092.498798528,imag_grasp,39
-1.3731008798554445,0.49292269621046586,827097.24372111,imag_release,40
-2.4225043700762026,0.33826054711743375,827101.9595034923,imag_grasp,41
-3.098345577063229,-0.05980394305761111,827106.7066161744,imag_release,42
-3.1732822367864744,-0.5662733490144615,827111.4323042566,imag_grasp,43
-2.556912482739331,-1.0376331523730544,827116.1709440388,imag_release,44
-1.3585236740523958,-1.374068388047456,827120.893540921,imag_grasp,45
0.1180003401993466,-1.5427497315576837,827125.6305658033,imag_release,46
1.4630329693697766,-1.5692221063638343,827130.3497743855,imag_grasp,47
2.307052371212283,-1.5040314545863973,827135.0781433675,imag_release,48
2.4694559444640998,-1.3901021707025967,827139.8185676498,imag_grasp,49
2.0316074326660187,-1.2429502840457973,827144.5786615317,imag_release,50
1.2981356438388176,-1.0544857143094915,827149.3069683139,imag_grasp,51
0.6583750460816208,-0.8104155251005846,827154.0383078961,imag_release,52
0.4030513487271259,-0.5121196774520396,827158.7711019783,imag_grasp,53
0.5888508861184352,-0.1869999369838745,827163.5213365605,imag_release,54
1.0177993187268533,0.12260416108786394,827168.2385833426,imag_grasp,55
1.3421588731134968,0.3832936244681506,827183.1175775866,imag_release,56
1.2488978407836004,0.5942701217791687,827197.9873559306,imag_grasp,57
0.6316125902401158,0.795168129027478,827202.7146670128,imag_release,58
-0.333820932489622,1.048929334882682,827207.4283844951,imag_grasp,59
