A,B,timestamp,marker,i
-1.1504646938838037,1.3438428336600037,829872.9591091699,calib-begin,0
-0.8303947738927013,0.9320448454753768,829877.6914215429,imag_grasp,1
-0.3243877580256713,0.3922764738965889,829882.4395597158,imag_release,2
0.08444770282677634,-0.11049427709960284,829887.1552774888,imag_grasp,3
0.17776908854914086,-0.44898738661744947,829891.8794714619,imag_release,4
-0.10077479269868168,-0.5665430786874706,829896.6350861347,imag_grasp,5
-0.6224669359876562,-0.4832087509957229,829901.3530969077,imag_release,6
-1.1403732810768619,-0.2708345594706615,829906.1076191806,imag_grasp,7
-1.3972686443090865,-0.020641040208103572,829910.8317243536,imag_release,8
-1.2382132516133177,0.18681330558668485,829915.5715544265,imag_grasp,9
-0.687290798637661,0.29645973901688244,829920.3174068994,imag_release,10
0.0577446921418255,0.28029236615531933,829925.0580534723,imag_grasp,11
0.7062855774051201,0.13563176416964293,829929.7907276454,imag_release,12
1.0275953676677259,-0.11871901434348933,829934.5376282182,imag_grasp,13
0.9709814841664424,-0.43735264933583495,829939.2504393914,imag_release,14
0.6924488302557196,-0.7527088247157621,829943.9828351643,imag_grasp,15
0.4745740112636567,-0.9968441382646496,829948.7007765373,imag_release,16
0.5603343608906884,-1.1242721654950387,829953.4310711103,imag_grasp,17
1.014132932969464,-1.133552566455232,829958.1706657833,imag_release,18
1.6578232844786862,-1.0678666027642205,829962.9117683561,imag_grasp,19
2.124078422237791,-0.9920837508148431,829967.669153529,imag_release,20
2.008478996948084,-0.9600315043919853,829972.4353255018,imag_grasp,21
1.0572893494920155,-0.9810252120235985,829977.1563027748,imag_release,22
-0.6722996155648918,-1.007402350565433,829981.8924247478,imag_grasp,23
-2.7793730731082906,-0.949390495177299,829986.6483445205,imag_release,24
-4.637448546559443,-0.7185074375238922,829991.4186647933,imag_grasp,25
-5.6276074632205555,-0.28189190814262005,829996.1534493663,imag_release,26
-5.381830509321467,0.3078075851046181,830000.9218530391,imag_grasp,27
-3.9191787928987005,0.9203398109701689,830005.656116012,imag_release,28
-1.6336704631581827,1.395489726376718,830010.376094385,imag_grasp,29
0.8531649207032094,1.6090290817688664,830015.119239758,imag_release,30
2.90912195173496,1.519681844699028,830019.860106731,imag_grasp,31
4.093840524076158,1.1788067147110834,830024.5995116039,imag_release,32
4.2853383897294,0.7023096258691007,830029.3290111768,imag_grasp,33
3.678728830190879,0.21806377871581314,830034.0608709499,imag_release,34
2.669235388790917,-0.1861078613003877,830038.7890950228,imag_grasp,35
1.6746295115291092,-0.48557148912920417,830043.5209175957,imag_release,36
0.97935736390488,-0.7058684225898119,830048.2489047687,imag_grasp,37
0.6777595002321309,-0.8829701481780261,830053.0183643415,imag_release,38
0.6982272407351828,-1.0158401091220466,830057.7705197143,imag_grasp,39
0.8780434007301657,-1.0504797226788263,830062.5239301872,imag_release,40
1.0450541783811007,-0.9031553119128649,830067.2698022601,imag_grasp,41
1.0669046332183978,-0.5114183651385172,830071.9950798332,imag_release,42
0.881269217322184,0.11301289653287092,830076.7366031061,imag_grasp,43
0.49021397738447714,0.8658998961338649,830081.5083507788,imag_release,44
-0.060270043441695585,1.5705187863442276,830086.2564618518,imag_grasp,45
-0.7104822128252348,2.0303108971323045,830091.0108346246,imag_release,46
-1.3996569514330157,2.099739070491287,830095.7536040975,imag_grasp,47
-2.0508974332210577,1.7349765926396983,830100.4706148705,imag_release,48
-2.5665777640135055,1.011595359305374,830105.2221995434,imag_grasp,49
-2.8405032352463784,0.09428761819933514,830109.9628768164,imag_release,50
-2.7913410943930517,-0.825180759308127,830114.6907831894,imag_grasp,51
-2.404826391913823,-1.5892237758216197,830119.4303121621,imag_release,52
-1.7387891297775153,-2.116583547089871,830124.1426298353,imag_grasp,53
-0.9060609939649641,-2.404371368590276,830128.8765939083,imag_release,54
-0.0416500568968004,-2.5034350692997083,830133.6174880812,imag_grasp,55
0.7223490786712166,-2.4807722668647894,830148.5001946962,imag_release,56
1.276021871070141,-2.3853603201050584,830163.3615019113,imag_grasp,57
1.5595313434347517,-2.228862063793138,830168.1123578842,imag_release,58
1.5703017014147054,-1.9840769412895396,830172.8294675574,imag_grasp,59
1.3616770930136424,-1.6032347597759091,830177.5791580302,imag_release,60
1.019673564172887,-1.046523089345642,830182.3217548031,imag_grasp,61
0.6447064754651034,-0.30846294754008263,830187.061939176,imag_release,62
0.3495453362360971,0.5640156143310975,830191.7990050489,imag_grasp,63
0.23532097086474327,1.4738560547724548,830196.521836522,imag_release,64
0.36130556277682097,2.2889356728968537,830201.248110595,imag_grasp,65
0.6970626509145142,2.867509872217459,830206.0194898678,imag_release,66
1.1083032370459196,3.0942983916848434,830210.7640576407,imag_grasp,67
1.390006385157767,2.91443380017574,830215.4980143136,imag_release,68
1.344669700470352,2.3607830290309177,830220.2409696865,imag_grasp,69
0.866571459313893,1.5503286974238866,830224.9800258594,imag_release,70
0.007618105456503837,0.6504033745127396,830229.7166332324,imag_grasp,71
-0.9253654948575691,-0.10015944227468834,830234.4391865054,imag_release,72
-5.026449725155956,0.3269464353360382,830239.1784305784,imag_grasp,73
-1.5180314759498996,0.8211503706263885,830243.9362127512,imag_release,74
-3.4020592792286366,-0.5702213318134675,830248.6828114241,imag_grasp,75
0.9455185288495243,1.617461197881633,830253.3917510973,imag_release,76
-0.5139961924760574,0.3231122347781431,830258.15478587,imag_grasp,77
-1.9288407229532176,-0.3124888954789894,830262.882271843,imag_release,78
-0.7417420095475862,0.8819223668399373,830267.6544015157,imag_grasp,79
2.612255374997445,0.1251466595542144,830272.4054866886,imag_release,80
-3.048559234808414,0.45863908373215906,830277.1308808617,imag_grasp,81
4.550872668927881,-0.1473834518732816,830281.8746433345,imag_release,82
-0.6246137609985598,-0.8297197124086347,830286.6102993075,imag_grasp,83
2.8067961949071343,-1.7556328528606975,830291.3447131804,imag_release,84
-2.050873070360197,0.38540953732806416,830296.1105133533,imag_grasp,85
5.786373425184888,4.7228703441245665,830300.8389124263,imag_release,86
-1.5107525581847028,0.37258760720485323,830305.5740288992,imag_grasp,87
-0.9787706101000488,-0.6148312570071376,830310.2973619722,imag_release,88
-1.0964453751927745,0.4154748600257273,830315.0214831452,imag_grasp,89
-0.9910544405546934,-0.002595242427650428,830319.7520685182,imag_release,90
-2.359454446205181,0.6921033151084409,830324.4845804912,imag_grasp,91
2.3132822907648407,0.12659257379544347,830329.231437364,imag_release,92
-0.009726153283040337,-1.2431465641633197,830333.988971137,imag_grasp,93
1.78196057263476,0.4391649001568668,830338.7346312099,imag_release,94
3.38720826432113,-0.18948341032869456,830343.4799061827,imag_grasp,95
2.1710114340162616,-0.16496018345340394,830348.2252947555,imag_release,96
-0.9534523234254371,2.0439748198216017,830352.9582413286,imag_grasp,97
-1.4859691952833234,-0.028421569088943117,830357.6936806015,imag_release,98
-0.4963569448174231,-0.5934311406109469,830362.4329342744,imag_grasp,99
0.625818643198176,0.6430643421511222,830367.1836119473,imag_release,100
1.8627530992847998,-1.3045171369807491,830371.9071789203,imag_grasp,101
-0.46317579664676445,-2.530415827791006,830376.6703095932,imag_release,102
-3.2163030218905346,0.3337315244275752,830381.4048970662,imag_grasp,103
-1.6659928816307328,0.8995400960287785,830386.148657439,imag_release,104
0.15049478919946083,-0.49107421592069167,830390.889518612,imag_grasp,105
-1.7188082324589207,-0.08709328405406559,830395.6505907847,imag_release,106
3.4715223554416994,-0.5001216618193761,830400.3679550578,imag_grasp,107
