A,B,timestamp,marker,i
-0.06487625934459815,-0.15053740550256337,825247.8370269885,imag_release,70
-0.05548897684630608,-0.15394366651059124,825252.5885289031,imag_grasp,71
-0.046668289072588735,-0.1585921837442625,825257.3199722177,imag_release,72
-0.041814958916593974,-0.16291595401849948,825262.0598275324,imag_grasp,73
-0.04251926980726568,-0.16493505922365106,825266.786391747,imag_release,74
-0.04843074541314918,-0.16304381794882233,825271.5484455616,imag_grasp,75
-0.05839416351909765,-0.15686507447325593,825276.2792501763,imag_release,76
-0.07107553805155739,-0.1476503796346253,825281.026850891,imag_grasp,77
-0.08414764633199807,-0.13791517928986718,825285.7730557055,imag_release,78
-0.09413213542379337,-0.13069230712810181,825290.5381987202,imag_grasp,79
-0.0981308546759215,-0.12861015226437053,825295.2546106348,imag_release,80
-0.09594863981104532,-0.13300898791183344,825299.9793757494,imag_grasp,81
-0.09041539710636222,-0.14328348004958225,825304.731992364,imag_release,82
-0.08507383730724641,-0.15664844948470646,825309.4724713787,imag_grasp,83
-0.08194234257361736,-0.16887855367936463,825314.2250288933,imag_release,84
-0.08125967565828524,-0.17596786129173184,825318.962305008,imag_grasp,85
-0.08258525883597805,-0.17582644336525885,825323.7150625227,imag_release,86
-0.08535640696080372,-0.16919214270562122,825328.4539743372,imag_grasp,87
-0.0880430211679415,-0.15915101949307495,825333.1647333518,imag_release,88
-0.08801097867849329,-0.14973026350624527,825337.9082405665,imag_grasp,89
-0.05681910671445666,-0.16922838375489424,825342.6522723811,imag_release,90
-0.0804154347651551,-0.14159933847231093,825347.3797893957,imag_grasp,91
-0.07897977231889668,-0.1729744022550489,825352.1174615104,imag_release,92
-0.28545174718579436,-0.18055619672011236,825356.872334925,imag_grasp,93
-0.08800175647547315,-0.1658468620776866,825361.6321253397,imag_release,94
-0.0655277021379793,-0.16418965695490229,825366.3710183543,imag_grasp,95
-0.07342248669198907,-0.15802547764335184,825371.0883254689,imag_release,96
-0.1933568361325178,-0.16906558688892373,825375.8282650835,imag_grasp,97
-0.07805900798425941,-0.14021437625558913,825380.544156398,imag_release,98
-0.08007321187800423,-0.1591717239964001,825385.2973521127,imag_grasp,99
-0.06501708288883314,-0.1659361030626948,825390.0209327274,imag_release,100
-0.07128203309417727,-0.13557828149986884,825394.796616742,imag_grasp,101
-0.08268968133296926,-0.13947446623259144,825399.5346859567,imag_release,102
-0.04391396540265734,-0.14626209313556726,825404.2692082713,imag_grasp,103
-0.07936132568249858,-0.15589184556028443,825409.0076628859,imag_release,104
-0.08881325498301205,-0.15164862512003272,825413.7458847006,imag_grasp,105
-0.20244723566791994,-0.18255842847893736,825418.4724807151,imag_release,106
-0.8703629959176628,-0.2740988620513615,825423.1840654297,imag_grasp,107
-9.363074043165346,22.57440073528454,825427.9214218444,imag_release,108
0.10694883087534363,-0.14549983672668904,825432.662585659,imag_grasp,109
-0.06821401037059185,-0.1413565275090548,825437.4076459736,imag_release,110
-0.0841549375013505,-0.15904554229717632,825442.1618606882,imag_grasp,111
-0.08444507316986692,-0.1233434396574346,825446.9200357029,imag_release,112
0.04726981156916593,-0.12574523628183085,825451.6392701175,imag_grasp,113
-0.07037901231611621,-0.1822606823336243,825456.4044494323,imag_release,114
-0.07768273981917628,-0.13086327835027384,825461.148887347,imag_grasp,115
-0.06973504753485413,-0.1593120964218839,825475.9962597927,imag_release,116
-0.08409805612456167,-0.16469904342338473,825490.8541993386,imag_grasp,117
-0.07539824289326766,-0.1412943481747304,825495.5593716531,imag_release,118
-0.06795671850851899,-0.14420028866927134,825500.2896215676,imag_grasp,119
-0.058149800063061106,-0.1568777735309099,825505.0418144823,imag_release,120
-0.07032432887320007,-0.15603347682274468,825509.774295297,imag_grasp,121
-0.08440412038371546,-0.16433172951292496,825514.5118630116,imag_release,122
-0.07996078316166248,-0.11910516608438165,825519.2380240262,imag_grasp,123
-0.18996503731828437,-0.12987301011264688,825523.9517478407,imag_release,124
-0.0827806722248008,-0.15871983397865133,825528.6884510553,imag_grasp,125
-0.10630094124085533,-0.18883979391288708,825533.41784247,imag_release,126
-0.08459971294174165,-0.15918551056981464,825538.1380233845,imag_grasp,127
-0.4704153215208424,-0.20688242716051997,825542.860167699,imag_release,128
-0.03359336561768434,-0.15818996271574826,825547.6068146137,imag_grasp,129
-0.09244871165625546,-0.16598538235917012,825552.3278465283,imag_release,130
-0.10888867919164734,-0.17450921209571502,825557.0393879429,imag_grasp,131
-0.09205524037437515,-0.15685861267744358,825561.7982077575,imag_release,132
-0.5732358215229346,-0.21412795604250046,825566.5714585723,imag_grasp,133
-0.040441877365179825,-0.14143832384563623,825571.323375187,imag_release,134
-0.03908180496864783,-0.1361025498885766,825576.0819477016,imag_grasp,135
-0.08924140971618756,-0.10276959856839274,825580.8254843163,imag_release,136
-0.07556528272602168,-0.1631071625531643,825585.5460416309,imag_grasp,137
-0.2077386904497945,-0.15252518349609262,825590.2795078455,imag_release,138
-0.1620730698341249,-0.16862009237036024,825595.0065331601,imag_grasp,139
1.6013638085336672,1.6861193836192407,825599.7301068746,imag_release,140
-0.11626608126287763,-0.1717379472390379,825604.4516379891,imag_grasp,141
-0.08479447676901174,-0.14988589120640597,825609.1855806039,imag_release,142
-0.8506281414273964,-0.2124858228425086,825613.9061594184,imag_grasp,143
-0.06529624431317765,-0.16112554712308078,825618.620323633,imag_release,144
-1.0665840084683544,-0.22725351307442482,825623.3584238476,imag_grasp,145
-0.08395332494327376,-0.1431638259932208,825628.0625930621,imag_release,146
0.2986600254605792,-0.11442752212116716,825632.7956811767,imag_grasp,147
-0.07988793152610213,-0.14292739272555297,825637.5291162913,imag_release,148
-0.009674602520329968,-0.14421428271411948,825642.257615206,imag_grasp,149
0.021475581749251047,-0.17030209346486078,825647.0067335207,imag_release,150
-0.09284777889638052,-0.15557079394144976,825651.7510994353,imag_grasp,151
0.20616817625534878,-0.1386810965359752,825656.4824441498,imag_release,152
-0.05178104551478748,-0.1572597439530413,825661.1955450644,imag_grasp,153
-0.07917269651696489,-0.1531468394938208,825665.935616079,imag_release,154
-0.24970082687497885,-0.1713445054758068,825670.6728462937,imag_grasp,155
-0.5170537587339272,-0.19030761501571566,825675.4425018084,imag_release,156
-0.07895250233675058,-0.16589121034704332,825680.199393923,imag_grasp,157
-0.14404107422751966,-0.1519144440465353,825684.9177045376,imag_release,158
-0.09550848177820717,-0.13831860749431013,825689.6102978521,imag_grasp,159
-0.016621689524156887,-0.15081957776031396,825694.3756120668,imag_release,160
0.18165621553264882,-0.14128535013362342,825699.1094936813,imag_grasp,161
-0.08393856035452282,-0.1615440040210493,825703.8543053961,imag_release,162
0.031706399207076574,-0.13110907653488457,825708.5761323106,imag_grasp,163
-0.04976579115149299,-0.1571757425314424,825713.3138950253,imag_release,164
-0.0883035659835002,-0.15634498414336678,825718.0275153398,imag_grasp,165
-0.0685610916134158,-0.1569514508748042,825722.7688676545,imag_release,166
0.13161973034660215,-0.13309638795552328,825727.5301337691,imag_grasp,167
-0.09353133652094957,-0.14152036629997503,825732.2682706837,imag_release,168
-0.35082722584913684,-0.18693964823529874,825737.0243220985,imag_grasp,169
0.015420090871237463,-0.1595162118039133,825741.759833013,imag_release,170
-0.34562725250210463,-0.15679629879969792,825746.5030884277,imag_grasp,171
-0.822633017980976,-0.16681625182515467,825751.2222754422,imag_release,172
-0.025281228746275437,-0.14925905267371214,825755.963040157,imag_grasp,173
-1.4028983274049616,-0.23592591761372528,825760.7033680715,imag_release,174
30.316820060136763,6.747913133047791,825765.4262565861,imag_grasp,175
-0.1234246601576634,-0.14108464661791914,825780.293448932,imag_release,176
-0.19072298512789423,-0.1526614475173844,825795.1515091779,imag_grasp,177
-0.6690175023916329,-0.2005282972305766,825799.9090868926,imag_release,178
0.047333077126103996,-0.1575486150956757,825804.6726216072,imag_grasp,179
0.0013279406516786614,-0.1343987092457648,825809.4303033219,imag_release,180
0.41492058094836054,-0.1419480740576855,825814.1292383365,imag_grasp,181
-1.2229923313996955,-0.2083142125833588,825818.8654977512,imag_release,182
-0.24309664104011447,-0.16860864548235227,825823.5878074657,imag_grasp,183
-0.06001824400617735,-0.14074507677599488,825828.3239786802,imag_release,184
-0.09170269829679129,-0.14158436791016135,825833.0742204948,imag_grasp,185
-0.06283900441532245,-0.15543281777953555,825837.7928359094,imag_release,186
-0.08298317428343864,-0.16774210378477414,825842.5486834242,imag_grasp,187
-0.9844825797823262,-0.18867893535661115,825847.2955132388,imag_release,188
0.22306057879227134,-0.13077775306960057,825852.0270355535,imag_grasp,189
-0.07260254013788027,-0.14746894292096607,825856.7242393679,imag_release,190
-0.0559653702815092,-0.16206644762209574,825861.4483121826,imag_grasp,191
-0.09525358401289662,-0.14553511723889484,825866.1748994971,imag_release,192
-0.08157390519707615,-0.14707731433564517,825870.9233589118,imag_grasp,193
-0.09150018495025296,-0.15434098624472867,825875.6726190264,imag_release,194
-0.06802285381999248,-0.15404695192026363,825880.401472841,imag_grasp,195
-0.07241779462162365,-0.15546980191622772,825885.1508448557,imag_release,196
-0.05162399315123206,-0.15003264135106656,825889.8843220703,imag_grasp,197
-0.07314433219621679,-0.16566133400184335,825894.663433585,imag_release,198
-0.06564677948726007,-0.15828739915373652,825899.3670499995,imag_grasp,199
-0.09496099910929486,-0.1398203288277997,825904.0942148141,imag_release,200
-0.09552541104564728,-0.15857007115163002,825908.8245973288,calib-end,201
