A,B,C,D,E,F,G,timestamp,marker,i
0.9709814841664424,-0.43735264933583495,-0.9551833877628569,-1.1237856205139325,0.5097356302166608,-0.33268168866061815,0.34462045184403733,829939.2504393914,imag_release,14
0.6924488302557196,-0.7527088247157621,-0.7459276066942282,-0.7927647552996413,0.4087990881852647,-0.5508477975829928,0.31467681432420425,829943.9828351643,imag_grasp,15
0.4745740112636567,-0.9968441382646496,-0.24628459982281484,-0.3239885717204479,0.16124228475387212,-0.6572042010708325,0.2104415593397171,829948.7007765373,imag_release,16
0.5603343608906884,-1.1242721654950387,0.4025473319306344,0.13842611457966725,-0.12455474126997224,-0.597487914121296,0.04823754471020506,829953.4310711103,imag_grasp,17
1.014132932969464,-1.133552566455232,0.9914194935473629,0.46083387952733895,-0.31309401081509713,-0.37384405913257274,-0.1372257317599943,829958.1706657833,imag_release,18
1.6578232844786862,-1.0678666027642205,1.334279127115847,0.5730286111569143,-0.3001927542354852,-0.045497188434938066,-0.3069888665829238,829962.9117683561,imag_grasp,19
2.124078422237791,-0.9920837508148431,1.3532571210377942,0.49355364987690764,-0.06092266783797871,0.2938018275373894,-0.43112409567875803,829967.669153529,imag_release,20
2.008478996948084,-0.9600315043919853,1.1128280467800786,0.31372634725721127,0.33334886133638975,0.5522157343390804,-0.49413290452331476,829972.4353255018,imag_grasp,21
1.0572893494920155,-0.9810252120235985,0.7818127521425565,0.14736964037537695,0.7385111913539397,0.676402815364226,-0.4955083953334689,829977.1563027748,imag_release,22
-0.6722996155648918,-1.007402350565433,0.5539534193659237,0.07637477883055045,0.9920337912648309,0.6668216231393473,-0.4452673713515954,829981.8924247478,imag_grasp,23
-2.7793730731082906,-0.949390495177299,0.5540218596940987,0.11679477836777226,0.976464460533,0.5691168856794745,-0.3549708203753029,829986.6483445205,imag_release,24
-4.637448546559443,-0.7185074375238922,0.7761108416206381,0.22361986605900833,0.6673062985021972,0.447212114948709,-0.2330938300720714,829991.4186647933,imag_grasp,25
-5.6276074632205555,-0.28189190814262005,1.0808192621109252,0.327618955954933,0.14372396743341906,0.3523939274287551,-0.08406686037442329,829996.1534493663,imag_release,26
-5.381830509321467,0.3078075851046181,1.2499493166525366,0.3795459795709718,-0.4391425114118835,0.3062405017451412,0.08216426637333624,830000.9218530391,imag_grasp,27
-3.9191787928987005,0.9203398109701689,1.091552981386491,0.37774428398363974,-0.905207647609721,0.299280497553332,0.2428395654692355,830005.656116012,imag_release,28
-1.6336704631581827,1.395489726376718,0.5344248245382025,0.36398337490063554,-1.1200187955635534,0.3032644493774011,0.36443211377441637,830010.376094385,imag_grasp,29
0.8531649207032094,1.6090290817688664,-0.32703919297673,0.3939613247474185,-1.0343757347779023,0.29197336815418873,0.4134696593362221,830015.119239758,imag_release,30
2.90912195173496,1.519681844699028,-1.2608272368535838,0.49671365717951643,-0.6983677887502098,0.25675252659716413,0.3742485415639715,830019.860106731,imag_grasp,31
4.093840524076158,1.1788067147110834,-1.991054397514281,0.6483011693760357,-0.23832553963058314,0.21142419458052036,0.2591790735188877,830024.5995116039,imag_release,32
4.2853383897294,0.7023096258691007,-2.301629107467139,0.7750913578386341,0.19348474285480646,0.17986273720018547,0.107662030409424,830029.3290111768,imag_grasp,33
3.678728830190879,0.21806377871581314,-2.1166008042572915,0.7892690649064954,0.47342973774238406,0.17599321339703244,-0.02592790673174235,830034.0608709499,imag_release,34
2.669235388790917,-0.1861078613003877,-1.5197179090723392,0.6397034203769822,0.5451989038803298,0.18930182288608388,-0.09344010322924103,830038.7890950228,imag_grasp,35
1.6746295115291092,-0.48557148912920417,-0.7138227637414785,0.347721212384084,0.42955673879946815,0.18589228020642698,-0.07265467455509925,830043.5209175957,imag_release,36
0.97935736390488,-0.7058684225898119,0.05733705485831405,0.003978453008253144,0.20520669412258125,0.12708164807212308,0.019323228738296217,830048.2489047687,imag_grasp,37
0.6777595002321309,-0.8829701481780261,0.6016554189999175,-0.2736663788839108,-0.027831551197609668,-0.006651565860584644,0.1295111809990353,830053.0183643415,imag_release,38
0.6982272407351828,-1.0158401091220466,0.8374390973456507,-0.4002184140116639,-0.18741792363341925,-0.19977618079028903,0.1920056690625447,830057.7705197143,imag_grasp,39
0.8780434007301657,-1.0504797226788263,0.8037406958321557,-0.3688460163870317,-0.2347372085510518,-0.4023169059091251,0.15984831100869598,830062.5239301872,imag_release,40
1.0450541783811007,-0.9031553119128649,0.61655852702889,-0.2578731770280968,-0.1800404593417493,-0.5458905813780736,0.030487467218731627,830067.2698022601,imag_grasp,41
1.0669046332183978,-0.5114183651385172,0.39740479197692974,-0.1954217680730518,-0.06794815222121302,-0.5696587089771931,-0.15161557371269835,830071.9950798332,imag_release,42
0.881269217322184,0.11301289653287092,0.22354357310023382,-0.2957279300842588,0.048406340877059605,-0.4483072474320471,-0.3144923424892735,830076.7366031061,imag_grasp,43
0.49021397738447714,0.8658998961338649,0.10599218755700443,-0.5964658832680538,0.12987442467566795,-0.208078373318727,-0.391373293092932,830081.5083507788,imag_release,44
-0.060270043441695585,1.5705187863442276,0.009323549057773918,-1.0280713924210212,0.16294040706265506,0.07916682658770609,-0.35159970118342676,830086.2564618518,imag_grasp,45
-0.7104822128252348,2.0303108971323045,-0.10851747903779449,-1.4357443413474658,0.15545046440314453,0.32012042696805654,-0.21318139738843825,830091.0108346246,imag_release,46
-1.3996569514330157,2.099739070491287,-0.26570838134786584,-1.6459660138190815,0.12474878764521014,0.43672464354019574,-0.03679883755358898,830095.7536040975,imag_grasp,47
-2.0508974332210577,1.7349765926396983,-0.43251340741649386,-1.5453926093375758,0.08642354212301515,0.3951505748768889,0.10252152207315039,830100.4706148705,imag_release,48
-2.5665777640135055,1.011595359305374,-0.5414942756254575,-1.1352586805055611,0.04771715168611858,0.21603039456866505,0.15290454313511564,830105.2221995434,imag_grasp,49
-2.8405032352463784,0.09428761819933514,-0.5175595495267045,-0.5327969287858818,0.01064612306811437,-0.03441884398715021,0.11229590515460405,830109.9628768164,imag_release,50
-2.7913410943930517,-0.825180759308127,-0.32100584228037177,0.07924294193282339,-0.023797971313500428,-0.26879023348383485,0.03088500353806071,830114.6907831894,imag_grasp,51
-2.404826391913823,-1.5892237758216197,0.020078770068860323,0.5279614859779225,-0.05036331990734738,-0.4060584013805321,-0.01690792279717271,830119.4303121621,imag_release,52
-1.7387891297775153,-2.116583547089871,0.41562108093755984,0.7175965405980395,-0.05946035752289111,-0.3992180748040081,0.025838023896638532,830124.1426298353,imag_grasp,53
-0.9060609939649641,-2.404371368590276,0.7423351211395957,0.6596313505624924,-0.04415557202689757,-0.25053941339378355,0.16516392784890563,830128.8765939083,imag_release,54
-0.0416500568968004,-2.5034350692997083,0.8946133469962425,0.4541782130720113,-0.008032945704392074,-0.009988428423800166,0.3495888136568346,830133.6174880812,imag_grasp,55
0.7223490786712166,-2.4807722668647894,0.8229220809803993,0.23542374873242544,0.030066958707962235,0.24257539403817208,0.4950368405444359,830148.5001946962,imag_release,56
1.276021871070141,-2.3853603201050584,0.5483700821204583,0.10702070820021621,0.04157997242275365,0.42715275840101535,0.5255147365644094,830163.3615019113,imag_grasp,57
1.5595313434347517,-2.228862063793138,0.15980752978131105,0.10022328092763103,0.0031260955937634444,0.4911534548499186,0.41220602330067596,830168.1123578842,imag_release,58
1.5703017014147054,-1.9840769412895396,-0.21687169786942542,0.17396681226912838,-0.08797569926371884,0.42472892779599886,0.19468572545616525,830172.8294675574,imag_grasp,59
1.3616770930136424,-1.6032347597759091,-0.45800874941330005,0.25217093774447574,-0.2063538569436817,0.2631886872070828,-0.033222055561495475,830177.5791580302,imag_release,60
1.019673564172887,-1.046523089345642,-0.48486036071859273,0.27501183171408294,-0.30613765561343115,0.07258075338305962,-0.16433166494246787,830182.3217548031,imag_grasp,61
0.6447064754651034,-0.30846294754008263,-0.2930815006216009,0.23190666366526658,-0.3397513424232287,-0.07166018959405764,-0.13264609769070687,830187.061939176,imag_release,62
0.3495453362360971,0.5640156143310975,0.05202549056319583,0.16253313530885669,-0.28110791689862624,-0.1140879673715909,0.049482589187007375,830191.7990050489,imag_grasp,63
0.23532097086474327,1.4738560547724548,0.4378825978301006,0.12796883127660297,-0.14103183228607513,-0.042096920713949625,0.29198699321908894,830196.521836522,imag_release,64
0.36130556277682097,2.2889356728968537,0.7462172687332581,0.17039892755110553,0.03470044877317645,0.10913811308604161,0.46702034152135596,830201.248110595,imag_grasp,65
0.6970626509145142,2.867509872217459,0.8882607506482887,0.2861649271784587,0.18318815024121357,0.2711590808495594,0.4703015611568012,830206.0194898678,imag_release,66
1.1083032370459196,3.0942983916848434,0.8223717685864812,0.42249544880324896,0.25363797568463076,0.37557094595076557,0.268769444924118,830210.7640576407,imag_grasp,67
1.390006385157767,2.91443380017574,0.56896456699525,0.5037175005203909,0.2326491615503149,0.3834298366056864,-0.08166103596192087,830215.4980143136,imag_release,68
1.344669700470352,2.3607830290309177,0.20003988191293362,0.47136553634386413,0.15143854370896126,0.30291393797579014,-0.4584933956655218,830220.2409696865,imag_grasp,69
0.866571459313893,1.5503286974238866,-0.18165275017686247,0.3179412376221587,0.0707609030718791,0.18342440012225544,-0.7239195277017688,830224.9800258594,imag_release,70
0.007618105456503837,0.6504033745127396,-0.47945293052803745,0.09229839819193134,0.04814520529069415,0.0919642574397608,-0.7833169730726635,830229.7166332324,imag_grasp,71
-0.9253654948575691,-0.10015944227468834,-1.3807022192412637,0.12853757421754325,0.023095062169638667,-0.11260435355778045,-0.17517806714919038,830234.4391865054,imag_release,72
-5.026449725155956,0.3269464353360382,0.5361564876219673,-0.23463444834063468,0.09789404437754859,0.21134502560498586,0.27370162299212225,830239.1784305784,imag_grasp,73
-1.5180314759498996,0.8211503706263885,-0.6399960219766189,-1.2034422702530578,0.2841663938709078,-0.12955333190095003,-0.3914085341567163,830243.9362127512,imag_release,74
-3.4020592792286366,-0.5702213318134675,0.10355523216028778,-0.5361456135459525,-0.7363734213972044,0.057773104004100954,0.10502836538225546,830248.6828114241,imag_grasp,75
0.9455185288495243,1.617461197881633,0.38299248420748505,0.9500250149536741,0.8471856732520731,0.929276703097773,-0.6346103224060815,830253.3917510973,imag_release,76
-0.5139961924760574,0.3231122347781431,-0.41533315725647996,-1.3059429621515526,-0.20319594572770372,-0.10248642980918767,0.09064472346956245,830258.15478587,imag_grasp,77
-1.9288407229532176,-0.3124888954789894,-0.4404855820225261,0.4333669438515158,0.2891845069441675,0.43093544598375444,-0.5456861465233735,830262.882271843,imag_release,78
-0.7417420095475862,0.8819223668399373,2.0095272125706516,-0.16952050071704883,-0.32230348853275426,-0.6121297276579055,-0.5835524275413229,830267.6544015157,imag_grasp,79
2.612255374997445,0.1251466595542144,-0.34007181884021076,-0.38784746343890125,-0.887050516648697,0.5027567985707561,-0.5308323783646287,830272.4054866886,imag_release,80
-3.048559234808414,0.45863908373215906,0.5686517915186541,-0.3568426437143786,-0.05792864870055386,-0.21096346311869604,-0.55435985905824,830277.1308808617,imag_grasp,81
4.550872668927881,-0.1473834518732816,1.2682181964137935,-0.2438574779378616,-1.0089170869199722,0.5811758331359522,-0.4632722118089053,830281.8746433345,imag_release,82
-0.6246137609985598,-0.8297197124086347,-0.475215245538492,1.082785217685155,0.4852354304046419,-0.37144756998053485,0.6576277947637735,830286.6102993075,imag_grasp,83
2.8067961949071343,-1.7556328528606975,0.3252469657064291,0.10175813023913248,-0.05215480132779772,0.3748795950691382,0.1952530514753524,830291.3447131804,imag_release,84
-2.050873070360197,0.38540953732806416,0.2621951366097188,1.7666536985674357,0.4754783599029877,-0.1770578384375711,0.26331421952546324,830296.1105133533,imag_grasp,85
5.786373425184888,4.7228703441245665,3.4012421090600564,0.37890878067167527,0.909744926013576,-1.4476820223182263,1.591592348104591,830300.8389124263,imag_release,86
-1.5107525581847028,0.37258760720485323,-0.4131405097695094,0.431955200761417,0.6627955247554603,-0.5037502529702303,0.34350420251488334,830305.5740288992,imag_grasp,87
-0.9787706101000488,-0.6148312570071376,0.3150387461457575,0.7861613908246532,-0.3763747415272971,-0.34924034617055977,-0.23658519103121464,830310.2973619722,imag_release,88
-1.0964453751927745,0.4154748600257273,0.3291735387526978,-0.31805186201865054,0.6498765963318475,-0.32128971722371014,0.07951299249993939,830315.0214831452,imag_grasp,89
-0.9910544405546934,-0.002595242427650428,-0.3172592784156877,0.030148504771700925,-0.14180858104766128,-0.6910215452334967,-1.152733665606891,830319.7520685182,imag_release,90
-2.359454446205181,0.6921033151084409,-0.34954142217828404,0.6767184990079389,0.40667937210289834,-0.3027578592885288,-0.3110597947446654,830324.4845804912,imag_grasp,91
2.3132822907648407,0.12659257379544347,-1.49911839622983,-0.8759993909346745,1.613228647187089,-0.019381208207195702,-0.26706791702817173,830329.231437364,imag_release,92
-0.009726153283040337,-1.2431465641633197,-0.4624890537419752,0.8285554468324015,-1.321429008032556,-0.14426182616784897,-0.19136130718262312,830333.988971137,imag_grasp,93
1.78196057263476,0.4391649001568668,0.9853767083547699,0.10531925178173025,-0.4989054519600903,0.14745747581343358,-0.4228444506150978,830338.7346312099,imag_release,94
3.38720826432113,-0.18948341032869456,-1.5983889815345467,0.785708638662089,-0.45559935725716477,-0.4024058847614572,-0.7054677186995677,830343.4799061827,imag_grasp,95
2.1710114340162616,-0.16496018345340394,-0.2678666790305119,-0.9035130991001433,0.22003995578770927,-0.002300220458286887,-0.11159761832805196,830348.2252947555,imag_release,96
-0.9534523234254371,2.0439748198216017,0.1086413374938106,0.16477630402724858,0.0752461462733535,-0.8288259527060341,-0.3905104833431418,830352.9582413286,imag_grasp,97
-1.4859691952833234,-0.028421569088943117,-0.9483157334240201,-0.4538607778125919,0.43744924581903105,0.4859464669209898,0.015473333377842746,830357.6936806015,imag_release,98
-0.4963569448174231,-0.5934311406109469,-0.5343662650461957,-0.09804943775717116,0.46356867439324495,-0.5638764915895402,0.14536104812251457,830362.4329342744,imag_grasp,99
0.625818643198176,0.6430643421511222,-0.273657019696881,-0.6242610615220123,-0.46093282332822566,-0.6327694965421202,0.06410802081746325,830367.1836119473,imag_release,100
1.8627530992847998,-1.3045171369807491,0.2812309556565394,-1.0182474413864055,-0.6518823596050873,-0.4285600151865455,-0.35076699246644416,830371.9071789203,imag_grasp,101
-0.46317579664676445,-2.530415827791006,0.3123205186134259,-0.38294941592373094,-0.2004945629680093,0.1777963575195319,0.8005171384762413,830376.6703095932,imag_release,102
-3.2163030218905346,0.3337315244275752,-0.37603238472842054,0.09034028128997178,-1.1453547579177574,-0.3579389009854205,0.6239281912799065,830381.4048970662,imag_grasp,103
-1.6659928816307328,0.8995400960287785,0.3986643529777605,-0.9140814764289872,-0.321149545419197,0.18246672391102417,-0.6403900598505612,830386.148657439,imag_release,104
0.15049478919946083,-0.49107421592069167,-1.387442069834087,0.9660766097766724,-0.10469883546303738,-0.4515510312932296,0.1515015582243948,830390.889518612,imag_grasp,105
-1.7188082324589207,-0.08709328405406559,-2.066185471212703,0.6127837984790431,-1.2566141235741088,0.2000601449420257,1.0357553501341674,830395.6505907847,imag_release,106
3.4715223554416994,-0.5001216618193761,1.093603738044585,0.8645203813643076,-0.17640392369280988,-0.0314820015188809,0.01078625908397528,830400.3679550578,imag_grasp,107
-0.8807559902918912,1.752431798809731,-0.7105002313101265,1.7229837343338448,-0.49729519465730726,-1.029489294147844,-0.35797818645599166,830405.1161794306,imag_release,108
0.7772771178526628,-0.6373366586621718,2.023902631193454,-0.8990842017208871,0.09985462726279531,-0.2635330817895423,0.38207753555368656,830409.8547628036,imag_grasp,109
-0.38305742949666677,-1.3103863176379669,0.43878277961285483,-0.29901641792333244,1.0205231824917396,0.9487159647285485,0.2913933327047587,830414.6033084765,imag_release,110
-0.07561186755710067,-0.0739228853801246,-1.5781473260617622,0.26759731625135297,0.9847376317591703,0.2402567099481834,0.22933074448969673,830419.3420627494,imag_grasp,111
-2.775545243570877,-0.032400239638900874,-0.45715083853169947,0.8209943160346408,-0.18726262451334313,0.44148630604445327,0.2501197039386712,830424.0712581223,imag_release,112
-3.9747728872613712,0.6701265503069586,-0.6547328271377121,0.7462155795129463,1.3460870018146796,-0.944074160608176,-0.5138636521571436,830428.7891079955,imag_grasp,113
1.8136462017912,-0.7629292705442992,2.446081083457502,1.3446060883485635,1.2100698195854578,-0.37009147772151574,-0.5762859814557503,830433.5405285683,imag_release,114
0.8622903691799748,0.27279886073653403,0.4246367569900411,-1.236985053056493,-0.11076652146173885,-0.5235341154357027,-0.007002070366212521,830438.2723855413,imag_grasp,115
1.0837157253460665,-1.566779920171061,0.20141610949833105,-1.7492042226196711,0.5383748937077998,-0.09711830470122466,0.14980310010503511,830453.1490573564,imag_release,116
2.815945913726641,0.041761298656110835,-1.1325644739925047,-0.8937970524884913,-1.2245912064738538,-0.7512342230589011,-1.0448400603160808,830468.0325166713,imag_grasp,117
-2.7251764677335975,1.2527816623852333,-1.5446864976138006,1.1457304242694784,0.7758891887906542,0.45709239551882064,0.5126584059935559,830472.7731763442,imag_release,118
-1.8931153304126673,-0.40658930909780305,-0.25135557816262866,0.8684432775765392,-0.3688438855570001,-0.4520545502056075,-0.6828825746503754,830477.5057215173,imag_grasp,119
1.9205678209538979,-1.9563139245161023,0.9395376410440277,-1.4458626699974697,0.23747387082097074,-0.17821493357433976,0.16565389887746237,830482.2469279901,imag_release,120
3.3400784074040666,0.5296241981535541,0.5883053093112517,0.5045074368820667,-0.19059374464262835,1.4896617154159255,0.2701355042627641,830486.9687012632,calib-end,121
