A,B,C,timestamp,marker,i
-1.1504646938838037,1.3438428336600037,1.0714136961912757,829872.9591091699,calib-begin,0
-0.8303947738927013,0.9320448454753768,0.6005608309681042,829877.6914215429,imag_grasp,1
-0.3243877580256713,0.3922764738965889,0.008520002936043877,829882.4395597158,imag_release,2
0.08444770282677634,-0.11049427709960284,-0.57548839557089,829887.1552774888,imag_grasp,3
0.17776908854914086,-0.44898738661744947,-1.0170663214845757,829891.8794714619,imag_release,4
-0.10077479269868168,-0.5665430786874706,-1.2138803078719527,829896.6350861347,imag_grasp,5
-0.6224669359876562,-0.4832087509957229,-1.1327614846417362,829901.3530969077,imag_release,6
-1.1403732810768619,-0.2708345594706615,-0.8359908552090869,829906.1076191806,imag_grasp,7
-1.3972686443090865,-0.020641040208103572,-0.46309434685944645,829910.8317243536,imag_release,8
-1.2382132516133177,0.18681330558668485,-0.17897163294424345,829915.5715544265,imag_grasp,9
-0.687290798637661,0.29645973901688244,-0.10521630228216744,829920.3174068994,imag_release,10
0.0577446921418255,0.28029236615531933,-0.2652306361739876,829925.0580534723,imag_grasp,11
0.7062855774051201,0.13563176416964293,-0.57227578032983,829929.7907276454,imag_release,12
1.0275953676677259,-0.11871901434348933,-0.8609388874635241,829934.5376282182,imag_grasp,13
0.9709814841664424,-0.43735264933583495,-0.9551833877628569,829939.2504393914,imag_release,14
0.6924488302557196,-0.7527088247157621,-0.7459276066942282,829943.9828351643,imag_grasp,15
0.4745740112636567,-0.9968441382646496,-0.24628459982281484,829948.7007765373,imag_release,16
0.5603343608906884,-1.1242721654950387,0.4025473319306344,829953.4310711103,imag_grasp,17
1.014132932969464,-1.133552566455232,0.9914194935473629,829958.1706657833,imag_release,18
1.6578232844786862,-1.0678666027642205,1.334279127115847,829962.9117683561,imag_grasp,19
2.124078422237791,-0.9920837508148431,1.3532571210377942,829967.669153529,imag_release,20
2.008478996948084,-0.9600315043919853,1.1128280467800786,829972.4353255018,imag_grasp,21
1.0572893494920155,-0.9810252120235985,0.7818127521425565,829977.1563027748,imag_release,22
-0.6722996155648918,-1.007402350565433,0.5539534193659237,829981.8924247478,imag_grasp,23
-2.7793730731082906,-0.949390495177299,0.5540218596940987,829986.6483445205,imag_release,24
-4.637448546559443,-0.7185074375238922,0.7761108416206381,829991.4186647933,imag_grasp,25
-5.6276074632205555,-0.28189190814262005,1.0808192621109252,829996.1534493663,imag_release,26
-5.381830509321467,0.3078075851046181,1.2499493166525366,830000.9218530391,imag_grasp,27
-3.9191787928987005,0.9203398109701689,1.091552981386491,830005.656116012,imag_release,28
-1.6336704631581827,1.395489726376718,0.5344248245382025,830010.376094385,imag_grasp,29
0.8531649207032094,1.6090290817688664,-0.32703919297673,830015.119239758,imag_release,30
2.90912195173496,1.519681844699028,-1.2608272368535838,830019.860106731,imag_grasp,31
4.093840524076158,1.1788067147110834,-1.991054397514281,830024.5995116039,imag_release,32
4.2853383897294,0.7023096258691007,-2.301629107467139,830029.3290111768,imag_grasp,33
3.678728830190879,0.21806377871581314,-2.1166008042572915,830034.0608709499,imag_release,34
2.669235388790917,-0.1861078613003877,-1.5197179090723392,830038.7890950228,imag_grasp,35
1.6746295115291092,-0.48557148912920417,-0.7138227637414785,830043.5209175957,imag_release,36
0.97935736390488,-0.7058684225898119,0.05733705485831405,830048.2489047687,imag_grasp,37
0.6777595002321309,-0.8829701481780261,0.6016554189999175,830053.0183643415,imag_release,38
0.6982272407351828,-1.0158401091220466,0.8374390973456507,830057.7705197143,imag_grasp,39
0.8780434007301657,-1.0504797226788263,0.8037406958321557,830062.5239301872,imag_release,40
1.0450541783811007,-0.9031553119128649,0.61655852702889,830067.2698022601,imag_grasp,41
1.0669046332183978,-0.5114183651385172,0.39740479197692974,830071.9950798332,imag_release,42
0.881269217322184,0.11301289653287092,0.22354357310023382,830076.7366031061,imag_grasp,43
0.49021397738447714,0.8658998961338649,0.10599218755700443,830081.5083507788,imag_release,44
-0.060270043441695585,1.5705187863442276,0.009323549057773918,830086.2564618518,imag_grasp,45
-0.7104822128252348,2.0303108971323045,-0.10851747903779449,830091.0108346246,imag_release,46
-1.3996569514330157,2.099739070491287,-0.26570838134786584,830095.7536040975,imag_grasp,47
-2.0508974332210577,1.7349765926396983,-0.43251340741649386,830100.4706148705,imag_release,48
-2.5665777640135055,1.011595359305374,-0.5414942756254575,830105.2221995434,imag_grasp,49
-2.8405032352463784,0.09428761819933514,-0.5175595495267045,830109.9628768164,imag_release,50
-2.7913410943930517,-0.825180759308127,-0.32100584228037177,830114.6907831894,imag_grasp,51
-2.404826391913823,-1.5892237758216197,0.020078770068860323,830119.4303121621,imag_release,52
-1.7387891297775153,-2.116583547089871,0.41562108093755984,830124.1426298353,imag_grasp,53
-0.9060609939649641,-2.404371368590276,0.7423351211395957,830128.8765939083,imag_release,54
-0.0416500568968004,-2.5034350692997083,0.8946133469962425,830133.6174880812,imag_grasp,55
0.7223490786712166,-2.4807722668647894,0.8229220809803993,830148.5001946962,imag_release,56
1.276021871070141,-2.3853603201050584,0.5483700821204583,830163.3615019113,imag_grasp,57
1.5595313434347517,-2.228862063793138,0.15980752978131105,830168.1123578842,imag_release,58
1.5703017014147054,-1.9840769412895396,-0.21687169786942542,830172.8294675574,imag_grasp,59
1.3616770930136424,-1.6032347597759091,-0.45800874941330005,830177.5791580302,imag_release,60
1.019673564172887,-1.046523089345642,-0.48486036071859273,830182.3217548031,imag_grasp,61
0.6447064754651034,-0.30846294754008263,-0.2930815006216009,830187.061939176,imag_release,62
0.3495453362360971,0.5640156143310975,0.05202549056319583,830191.7990050489,imag_grasp,63
0.23532097086474327,1.4738560547724548,0.4378825978301006,830196.521836522,imag_release,64
0.36130556277682097,2.2889356728968537,0.7462172687332581,830201.248110595,imag_grasp,65
0.6970626509145142,2.867509872217459,0.8882607506482887,830206.0194898678,imag_release,66
1.1083032370459196,3.0942983916848434,0.8223717685864812,830210.7640576407,imag_grasp,67
1.390006385157767,2.91443380017574,0.56896456699525,830215.4980143136,imag_release,68
1.344669700470352,2.3607830290309177,0.20003988191293362,830220.2409696865,imag_grasp,69
0.866571459313893,1.5503286974238866,-0.18165275017686247,830224.9800258594,imag_release,70
0.007618105456503837,0.6504033745127396,-0.47945293052803745,830229.7166332324,imag_grasp,71
