A,B,C,D,timestamp,marker,i
1.129690668609888,-0.7199291283161068,0.09381599230644448,-1.0995135026476957,826905.1822493336,calib-begin,0
0.1712829957508619,-0.6193160713567398,-0.5178552480528851,-0.523418879300183,826910.0908509151,imag_grasp,1
-0.9028983938136955,-0.05478781605388282,-0.9325430422620193,0.07879060203841388,826914.9907265966,imag_release,2
-1.7303741581106484,0.678111748477958,-1.0642476799444807,0.6018685303986488,826919.9005014782,imag_grasp,3
-2.1197852217824473,1.2112824124401964,-0.9186201614162373,0.9574282330090929,826924.8080329597,imag_release,4
-2.104577320956903,1.2727246870508724,-0.581733145244998,1.1025869789646086,826929.6903697413,imag_grasp,5
-1.881249594626554,0.8014243872061423,-0.18660318798189776,1.0483942600326128,826934.5813494229,imag_release,6
-1.670218487554939,-0.04081533229873664,0.1315053626735724,0.8463241620130597,826939.4689754044,imag_grasp,7
-1.5748008537544191,-0.9576219387461151,0.278562535652749,0.5614360629879147,826944.3470671861,imag_release,8
-1.5196125582552482,-1.6586580995623375,0.22763708276371444,0.2475821353029869,826949.2475299676,imag_grasp,9
-1.2913435884064817,-1.978791509523852,0.02265451506766713,-0.06146201083240388,826954.1516940491,imag_release,10
-0.6719557319716507,-1.9235857455216676,-0.2421551723209295,-0.3435983865060091,826959.0496846307,imag_grasp,11
0.40852679131575886,-1.6302303481873062,-0.4638556263687592,-0.5725784645477492,826963.9403610122,imag_release,12
1.7848436733105708,-1.271366745157406,-0.5728530429510077,-0.7071765081376398,826968.8508791937,imag_grasp,13
3.0843926808852493,-0.9611481530818704,-0.5580157235648189,-0.6989308373838252,826973.7848096752,imag_release,14
3.8696949551640096,-0.712006080545275,-0.4668538803563157,-0.5180440117048756,826978.7001678566,imag_grasp,15
3.8284241287965908,-0.4575680621461869,-0.37703560871662495,-0.18048949567373446,826983.5883434382,imag_release,16
2.9237174816232283,-0.12430127227335316,-0.351360330865774,0.23501075743199962,826988.3634268203,imag_grasp,17
1.4324836722604544,0.29838957123069815,-0.3995771068056617,0.6001046534890414,826993.0723880025,imag_release,18
-0.15380634737000734,0.7301795921482218,-0.46608369841843705,0.776735153509708,826997.8107354847,imag_grasp,19
-1.3262135771091597,1.032877165381573,-0.4534869697475833,0.6707977373279708,827002.5517498668,imag_release,20
-1.7579050361364228,1.0883757298983603,-0.27232088804711563,0.2766265593868121,827007.284613849,imag_grasp,21
-1.4316083467138534,0.8730551983208968,0.10104511968184801,-0.310844943288591,827012.055212131,imag_release,22
-0.625846298011744,0.48911182169833634,0.5940606602144325,-0.9239333821362604,827016.807258413,imag_grasp,23
0.21814812721914012,0.13043821122607155,1.0510281601310942,-1.3795865375476095,827021.5315537953,imag_release,24
0.6931042424077516,-0.004709909217593144,1.2904141331331194,-1.5456062834257889,827026.2609537775,imag_grasp,25
0.5908976685462396,0.18960070910345994,1.1835487522034458,-1.386713255839094,827030.9937603597,imag_release,26
-0.027331620934290722,0.6681490830750191,0.7239910329561687,-0.9747995396151939,827035.7122780419,imag_grasp,27
-0.8807921887963162,1.2445196840986315,0.04815077428402669,-0.4582393613484759,827040.433547924,imag_release,28
-1.607840287258061,1.6680195547051564,-0.6056357457665682,-0.0055275371214048435,827045.1692667062,imag_grasp,29
-1.9179211822349107,1.73096787113581,-0.9860461774496948,0.25279928613181835,827049.9110958885,imag_release,30
-1.6933404555844833,1.3609149004328875,-0.9322740418464103,0.26536643476977245,827054.6430190706,imag_grasp,31
-1.010809898953532,0.6550362459754678,-0.4465405904241424,0.07034439052090567,827059.3677817528,imag_release,32
-0.08922921186680384,-0.15968239081214497,0.2974774431401668,-0.22676224902215297,827064.094670735,imag_grasp,33
0.8058977599195214,-0.8189208045063225,1.0174356254410886,-0.49630692368565965,827068.8307702172,imag_release,34
1.443694524072714,-1.1260623540906822,1.432367444812716,-0.6304895128469087,827073.5410765994,imag_grasp,35
1.6755706863639535,-1.0242582542928336,1.3767189033667242,-0.5772108327699139,827078.2837361816,imag_release,36
1.443825753088668,-0.6096162793779148,0.8670321532009392,-0.3549918860246563,827083.0132991638,imag_grasp,37
